dpq1,dpq2,constituency_vote_midterm,likelihood,times5,times8_1,times8_2,times8_3,times8_4,times8_5,times8_6,times8_7,times8_8,times8_9,times8_10,times8_11,times8_12,times8_13,times8_14,times8_15,times8_16,dpg1,dpq16,dpq17,dpq18,dpq19,dpq20,dpq21,dpq50,dpq51,dpq52,dpq53,timesextra1,timesbregret,timese1,timese1a,timese1b,timese1c,timese1d,timese1e,timese1f,timese1g,timese2,timese2a,timese2b,timese2c,timese2d,timese2e,timese2f,timese3,voted2017,pastvote_2017,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,political_attention_2017,politics_scale_profile_update,newgor,govreg,new_socgrade,socgrade4,ONS_urban,profile_religion,polAttentionpdl,ethnicity_new,parent_1,parent_2,parent_97,parent_98,sexuality,partyid_2017,age,profile_education_level,profile_ethnicity,profile_gender,tprofile_GOR,profile_govregnew,profile_gross_household,profile_gross_personal,profile_household_children,profile_household_size,profile_housing_stat,profile_marital_stat,profile_partyid,profile_partyid_recode,profile_region,profile_religion_stat,profile_socgradenew,profile_socialgrade_cie,profile_socialgrade_old,profile_work_industry,profile_work_organisation,profile_work_responsibility,profile_work_stat,profile_work_type,social_media_omnibus_1,social_media_omnibus_2,social_media_omnibus_3,social_media_omnibus_4,social_media_omnibus_5,social_media_omnibus_6,profile_house_tenure,pastvote_2015_by_region,political_attention,pastvote_2015_recode,profile_education_level_recode,ONS_urban_UK,profile_pcon_2010_new,profile_oslaua,pcon_future_OA21,Vote2019R,Vote2019_combo,InEngland,InEnglandWales,gor,england_regions,countries_gb,Vote2017R,highest_education_gce,highest_education_simple,threeway_attention,Currvote,headvote,othvote,bpcas3,wellsage,respdate,ns,total,bpcagegeneduc_w8,threeway_attention_w8,socgrade4_w8,pvbyregion_w8,EURef_w8,ethnicity_R,W8,W8_GB_NewTurnout
9,9,9,1,3,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,2,2,2,1,2,3,3,1,3,4,3,4,4,4,4,1,1,8,99, ,2,1,8,5,2,2,4,1,2,1,1,2,1,2,2,1,1,71,1,1,1,8,5,16,15,1,2,3,3,2,2,1,1,5,6,1,20,6,4,5,3,1,2,2,2,2,2,5,6,1,99,1,1,152,360,153,7,9,1,1,4,4,1,1,1,1,1,9, , ,4,4,4/10/2024,1,1,1,1,4,24,2,1,1.241818193,0.18627272895
1,9,1,11,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,4,1,2,1,1,1,1,2,1,3,1,1,3,2,2,1,2,3,1,1,2,3,2,4,3,3,2,2, ,9,2, ,3,9,6,5,2,2,4,1,2,8,1,2,2,1,2,1,1,19,11,98,1,9,5,5,5,1,1,8,6,8,8,8,8,4,5,1,98,8,998,8,3,2,2,2,2,2,2,4,98,8,998,2,1,72,97,73,7,9,1,1,4,4,1,7,4,2,2,1,1,5,1,1,4/11/2024,1,1,9,2,4,24,3,1,1.599978012,1.47197977104
2,9,2,11,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,998,998,2,1,1,2,6,5,1,4,2,4,1,3,5,1,1,2,2,2,1,998,33,11,98,1,2,1,11,8,3,4,8,1,8,8,8,8,4,5,1,98,8,998,1,3,2,1,2,1,2,2,2,98,5,998,2,1,80,273,80,1,1,1,1,1,1,1,0,4,2,2,2,2,5,2,2,4/11/2024,1,1,6,2,4,1,2,1,0.793900858,0.793900858
2,9,2,11,3,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,6,7,7,7,7,7,2,7,7,3,3,1,3,1,3,3,3,1,1,1,3,4,3,4,5,3,3,1,1,3,1,1,2,5,6,1,4,2,3,2,1,7,1,2,1,2,2,1,1,53,8,98,1,3,1,12,12,1,3,8,1,8,8,8,2,3,4,2,20,4,998,1,6,2,2,2,2,2,2,2,98,7,998,1,2,116,67,115,1,1,1,1,1,1,1,1,2,1,2,2,2,5,3,3,4/10/2024,1,1,4,2,3,1,2,1,0.945719524,0.945719524
1,9,1,11,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,3,2,1,2,998,998,4,1,1,2,11,6,2,3,1,1,1,2,11,1,2,2,2,2,8,998,59,17,98,1,4,2,98,98,98,98,8,8,8,8,8,8,1,1,1,98,8,998,2,1,2,2,2,2,2,2,98,98,11,998,3,1,53,292,52,1,1,1,1,2,2,1,0,6,3,3,1,1,5,3,3,4/10/2024,1,1,2,3,1,7,2,1,1.059497127,1.059497127
2,9,2,11,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,9,1,2,1,11,1,5,2,1,1,2,1,11,1,2,2,1,2,1,2,38,11,1,2,9,5,12,9,1,2,8,2,8,8,8,8,1,2,1,20,2,998,1,3,2,1,2,2,2,2,4,2,11,2,2,2,317,96,332,2,2,1,1,4,4,1,2,4,2,3,2,2,5,6,2,4/10/2024,1,1,15,3,1,20,1,1,0.571774813,0.571774813
2,9,2,11,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,3,1,3,1,1,1,1,3,4,2,4,4,3,3,1,2,1,1,2,1,9,2,1,4,1,1,1,1,8,1,1,2,2,2,1,2,52,16,98,1,1,1,14,12,3,4,8,1,8,8,8,8,1,2,1,98,2,998,1,2,2,2,2,2,2,2,2,98,8,998,3,1,477,55,495,2,2,1,1,1,1,1,2,6,3,2,2,2,5,3,3,4/10/2024,1,1,2,2,1,2,1,1,0.930268852,0.930268852
2,9,2,11,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,3,1,1,1,1,1,1,4,4,3,5,4,3,5,1,2,4,1,2,1,8,2,2,3,1,1,1,1,8,1,1,2,2,2,2,2,35,16,98,2,4,2,13,13,2,3,8,1,8,8,8,8,1,2,1,98,2,998,1,1,2,2,2,2,2,2,2,98,8,998,3,1,255,89,266,2,2,1,1,2,2,1,2,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,1,8,1,1,0.968629692,0.968629692
2,9,2,11,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,6,2,2,2,2,2,2,7,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,998,998,4,2, ,3,8,4,2,3,1,2,1,1,8,1,2,2,1,2,1,998,19,11,98,2,4,2,16,15,2,4,8,6,8,8,8,8,2,3,2,98,8,998,4,9,2,2,2,2,2,2,8,98,8,998,2,1,181,323,183,7,9,1,1,2,2,1,0,4,2,2,2,2,5,5,1,4/10/2024,1,1,18,2,2,12,3,1,1.013307648,0.93224303616
2,9,2,11,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,6,2,2,1,2,2,2,2,2,4,2,1,2,1,1,1,1,1,1,1,3,3,2,3,3,4,3,1,3,8,1,3,1,11,2,5,2,1,2,1,1,11,1,1,2,2,2,1,2,39,16,98,2,8,5,15,12,2,3,8,2,8,8,8,8,2,3,1,98,2,998,2,2,2,2,2,2,2,2,2,98,11,998,3,1,518,362,530,3,3,1,1,4,4,1,3,6,3,3,2,2,5,6,2,4/10/2024,1,1,14,3,2,21,1,1,0.990454633,0.990454633
9,9,9,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,2,4,2,4,4,2,4,1,4,4,4,4,4,4,5,1,2,1,1,2,3,6,8,1,4,1,2,1,1,6,1,2,2,1,2,1,97,35,11,1,2,1,1,5,6,1,1,8,6,8,8,8,8,2,3,1,98,2,998,1,3,1,1,2,1,2,2,4,24,6,99,2,1,180,53,182,2,2,1,1,1,1,1,2,4,2,2,9, , ,6,2,4/10/2024,1,1,15,2,2,2,3,1,1.016571756,0.508285878
1,9,1,11,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,3,2,3,2,3,1,2,2,2,3,2,5,3,1,1,3,1,1,2,5,8,1,4,1,2,2,4,7,1,2,1,2,2,1,1,76,10,1,2,3,1,4,4,1,1,1,5,2,1,4,1,2,3,1,11,4,1,5,3,1,2,1,2,2,2,1,98,7,998,1,2,27,84,25,1,1,1,1,1,1,1,1,3,1,2,1,1,5,8,4,4/11/2024,1,1,10,2,2,1,2,1,0.930748267,0.930748267
10,9,10,9,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,3,4,2,2,2,6,2,1,1,3,1,1,3,1,1,1,1,1,1,1,2,4,3,4,2,4,4,1,2,3,1,2,2,6,8,1,4,1,1,2,2,8,1,2,1,2,2,1,2,52,16,98,2,3,1,13,11,1,2,8,1,8,8,8,8,1,2,1,98,3,998,1,1,2,2,2,2,2,2,4,98,8,998,3,2,388,454,402,2,2,1,1,1,1,1,2,6,3,2,9, , ,7,3,4/10/2024,1,1,11,2,1,2,2,1,1.026078658,0.9234707922
2,9,2,10,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,4,2,1,3,1,1,1,1,1,1,1,4,4,3,4,4,4,3,1,2,10,1,99,3,9,1,6,3,1,2,1,1,8,1,2,2,1,2,1,2,47,16,1,1,10,6,16,5,1,3,2,6,8,8,8,2,2,3,1,19,2,1,1,3,1,2,2,2,2,2,8,35,8,7,3,1,562,137,566,7,9, ,1,5, ,2,2,6,3,2,2,2,5,2,2,4/10/2024,1,1,5,2,2,30,3,1,1.008279398,0.9578654281
2,9,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2, ,8,2, ,3,4,8,5,2,2,3,1,16,6,1,2,2,1,2,1,2,23,1,98,2,8,5,16,15,2,5,8,6,8,8,8,2,3,4,2,21,7,998,4,9,2,2,2,2,2,2,7,98,6,998,1,1,378,357,526,7,9,1,1,4,4,1,7,1,1,2,2,2,5,5,1,4/11/2024,1,1,18,2,3,24,3,1,1.063991637,0.15959874555
4,9,4,10,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,7,7,7,7,2,2,7,7,2,4,2,1,3,3,3,1,1,1,1,1,3,3,2,4,4,4,3,1,4,11,1,4,1,8,3,7,5,1,2,1,4,6,1,2,1,2,2,1,4,85,4,1,2,11,7,17,16,1,1,1,5,4,5,5,1,2,3,1,17,2,99,5,3,2,2,2,2,2,1,1,28,6,4,1,1,592,176,603,6,4, , ,6, ,3,6,2,1,2,4,4,5,8,4,4/11/2024,1,1,10,2,2,34,1,1,0.929516247,0.88304043465
9,9,9,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,5,2,1,4,4,4,4,4,4,4,1,4,5,5,3,5,5,5,2, ,11,2, ,3,4,4,7,5,1,2,1,1,5,4,1,2,2,2,1,99,37,18,98,1,11,7,6,4,2,3,8,2,8,8,8,8,2,3,1,1,1,998,1,1,2,2,2,2,2,2,1,98,5,998,2,1,585,443,598,7,9, , ,6, ,3,7,8,2,2,9, , ,2,2,4/11/2024,1,1,6,2,2,35,3,1,0.949213661,0.14238204915
9,9,9,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,2,1,2,2,2,1,2,2,1,1,5,5,5,3,5,5,3,2, ,1,2, ,3,1,8,1,4,2,3,1,1,1,1,1,2,2,2,1,97,45,9,1,2,1,1,11,3,2,4,8,2,8,8,8,8,3,4,2,16,2,998,1,8,1,2,2,2,2,2,2,24,1,99,1,1,129,74,128,7,9,1,1,1,1,1,7,3,1,1,9, , ,6,2,4/10/2024,1,1,16,1,3,6,3,1,1.617942651,0.24269139765
6,9,10,5,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,4,4,2,7,2,3,2,2,1,7,2,1,1,3,3,3,2,1,3,1,1,2,3,2,3,5,3,3,1,1,2,1,1,2,5,8,1,4,1,2,1,5,5,1,2,1,2,2,1,1,67,4,1,2,2,1,5,5,1,1,8,4,8,8,8,8,2,3,1,20,5,998,2,3,2,2,2,2,2,2,1,98,5,998,1,1,117,77,116,1,1,1,1,1,1,1,1,2,1,2,6,6,5,8,4,4/10/2024,1,1,10,2,2,1,2,1,0.930748267,0.6515237869
10,9,10,7,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,3,7,7,7,2,7,2,7,1,2,2,1,3,2,3,3,1,3,1,1,3,4,3,4,4,3,3,1,2,2,1,98,1,5,3,1,4,2,3,1,15,5,1,1,1,2,2,1,97,44,16,1,2,2,1,9,5,4,5,2,1,6,6,4,1,3,4,1,15,3,1,1,1,1,2,2,2,2,2,2,23,5,9,3,1,273,77,285,6,8,1,1,1,1,1,2,6,3,2,9, , ,6,2,4/10/2024,1,1,14,2,3,5,1,1,0.990013096,0.7920104768
9,9,9,1,3,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,3,1,4,4,4,4,4,4,4,1,3,2,4,4,4,4,3,2, ,1,2, ,3,2,8,1,4,1,1,2,1,4,1,2,2,1,2,1,99,23,5,98,2,1,1,4,3,1,1,8,6,8,8,8,8,1,2,1,14,6,998,1,3,2,2,2,2,2,2,4,98,4,998,1,2,25,76,335,7,9,1,1,1,1,1,7,3,1,2,9, , ,5,1,4/10/2024,1,1,18,2,1,6,3,1,0.849482231,0.12742233465
10,9,10,9,3,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,1,1,4,4,4,4,4,4,4,1,3,3,3,4,3,3,4,1,3,4,1,99,2,5,8,2,3,1,1,2,1,7,1,2,1,2,2,1,99,70,5,1,2,4,2,17,16,1,2,8,1,8,8,8,8,1,1,1,20,2,998,5,3,1,2,2,2,2,2,2,18,7,99,1,2,410,296,425,7,9,1,1,2,2,1,3,3,1,2,9, , ,8,4,4/10/2024,1,1,10,2,1,12,2,1,0.643476058,0.5791284522
10,9,8,7,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,5,3,3,4,3,3,5,2,2,3,2,1,2,3,4,2,3,3,4,1,3,4,2,4,4,1,3,998,998,2,2, ,3,6,4,1,4,1,1,1,16,6,1,2,2,1,2,1,998,22,17,98,1,2,1,17,2,2,5,8,6,8,8,8,8,1,1,2,98,8,998,4,9,2,2,2,2,2,2,8,98,6,998,3,1,196,78,393,7,9,1,1,1,1,1,0,6,3,2,9, , ,1,1,4/10/2024,1,1,8,2,1,6,3,1,0.787355048,0.46453947832
2,9,3,11,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,4,2,1,3,4,1,2,1,1,1,1,3,3,3,5,3,3,4,99, ,2,2, ,1,3,3,1,4,2,4,1,15,7,4,2,2,1,2,1,2,38,1,2,1,2,1,6,5,1,1,4,2,6,6,8,1,4,5,2,16,2,998,1,5,2,2,2,2,2,2,4,24,7,99,1,1,117,77,116,7,9,1,1,1,1,1,7,1,1,2,2,2,5,2,2,4/11/2024,1,1,7,2,4,6,1,1,1.130101958,0.9605866643
9,9,9,3,3,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,7,6,2,2,6,2,2,6,7,3,2,1,4,4,4,4,4,4,4,1,3,4,3,5,3,3,5,2, ,6,1,2,1,5,4,3,2,2,4,1,3,7,1,1,2,2,2,1,2,38,16,1,2,6,3,13,8,2,3,8,1,8,8,8,8,4,5,1,8,5,998,1,2,1,2,2,2,2,2,2,98,7,998,3,1,492,258,434,2,2,1,1,4,4,1,7,6,3,2,9, , ,6,2,4/10/2024,1,1,14,2,4,20,1,1,0.852372866,0.5114237196
2,9,2,7,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,3,2,1,1,3,1,1,3,4,4,5,3,4,4,2, ,3,2, ,3,10,1,1,4,1,1,1,17,9,4,1,2,2,2,1,2,37,17,16,1,3,1,13,11,2,3,8,1,6,6,8,8,1,2,1,8,3,998,1,1,1,1,2,1,2,2,2,24,9,99,3,1,366,454,382,7,9,1,1,1,1,1,7,6,3,3,2,2,5,2,2,4/10/2024,1,1,5,3,1,6,3,1,0.894290573,0.52763143807
7,9,7,9,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,7,7,7,7,7,7,7,4,7,3,3,1,4,4,4,4,4,4,4,1,5,3,5,4,5,5,3,2, ,8,2, ,3,7,4,5,2,1,2,1,1,5,4,2,2,1,2,1,7,32,1,2,2,8,5,9,8,1,1,8,6,8,8,8,8,2,3,1,10,2,998,1,3,2,2,2,2,2,2,4,6,5,99,1,1,130,263,129,7,9,1,1,4,4,1,7,1,1,2,7,7,5,6,2,4/11/2024,1,1,16,2,2,24,3,1,0.796166097,0.57323958984
2,9,2,11,8,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,2,1,2,2,7,5,1,4,1,2,1,1,8,1,1,2,2,2,1,998,41,16,98,1,2,1,12,11,3,4,8,2,8,8,8,8,2,3,1,98,4,998,1,1,2,2,2,2,2,2,2,98,8,998,3,1,450,42,466,2,2,1,1,1,1,1,2,6,3,2,2,2,5,2,2,4/10/2024,1,1,5,2,2,2,2,1,1.199685313,1.199685313
3,9,3,11,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,7,7,1,7,7,7,1,2,7,1,3,2,1,3,1,3,1,1,4,1,1,2,4,2,4,2,3,4,1,1,5,1,1,2,7,4,2,3,1,1,1,1,7,1,2,1,2,2,1,1,76,11,1,2,5,2,17,16,1,2,8,1,8,8,8,8,1,2,2,98,6,998,3,8,1,1,2,2,2,2,1,98,7,998,2,1,320,94,336,1,1,1,1,2,2,1,1,4,2,2,3,3,5,8,4,4/11/2024,1,1,10,2,1,7,2,1,0.841047682,0.841047682
2,9,2,11,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,3,2,2,2,2,2,1,3,2,1,1,1,3,3,1,1,1,1,3,3,2,2,3,3,2,1,2,11,1,2,2,7,5,7,5,2,4,2,1,7,1,2,1,2,2,1,1,57,16,1,1,11,7,13,11,1,4,1,1,1,3,5,2,4,5,1,5,3,1,1,1,2,2,2,2,2,1,1,26,7,2,3,2,593,159,622,2,2, , ,6, ,3,2,6,3,2,2,2,5,3,3,4/10/2024,1,1,2,2,4,32,2,1,1.316330715,1.316330715
1,9,1,9,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,3,2,4,2,2,3,2, ,7,1,1,3,9,6,4,1,1,2,1,3,9,1,2,2,1,2,1,1,23,16,1,2,7,4,14,6,1,4,8,6,8,8,8,8,2,3,1,16,2,998,1,1,2,2,2,2,2,2,4,98,9,998,3,1,479,22,497,1,1,1,1,3,3,1,7,6,3,3,1,1,5,5,1,4/10/2024,1,1,17,3,2,13,3,1,0.913595173,0.8222356557
10,9,6,9,3,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,5,7,7,7,5,7,5,7,7,7,3,2,1,1,3,3,3,1,3,1,1,3,4,3,4,3,2,4,1,1,4,1,1,2,8,5,2,3,1,2,3,2,9,1,2,1,2,2,1,6,70,6,1,1,4,2,3,3,1,1,1,4,5,5,4,1,2,3,2,20,6,99,5,7,2,2,2,2,2,1,9,13,9,1,2,3,395,325,409,1,1,1,1,2,2,1,1,4,2,3,9, , ,4,4,4/10/2024,1,1,1,3,2,7,2,1,0.829233389,0.7463100501
6,9,6,11,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,7,4,7,4,4,7,4,7,4,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,998,998,5,1,1,2,8,4,2,3,2,4,1,98,8,1,2,2,1,2,1,998,31,11,98,1,5,2,7,6,1,3,8,6,8,8,8,8,4,5,2,98,8,998,1,7,2,2,2,2,2,2,7,98,8,998,2,1,529,380,539,1,1,1,1,2,2,1,0,4,2,2,6,6,5,2,2,4/10/2024,1,1,6,2,4,7,2,1,0.785992839,0.785992839
2,9,2,9,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,3,3,3,1,1,2,4,2,2,3,2,3,2, ,2,2, ,3,4,8,1,4,1,1,1,1,6,1,2,2,1,2,1,2,25,15,1,1,2,1,14,6,1,2,1,6,2,2,8,2,1,1,1,20,2,998,1,3,2,2,2,2,2,2,8,24,6,99,2,1,341,37,353,7,9,1,1,1,1,1,7,5,2,2,2,2,5,2,2,4/10/2024,1,1,6,2,1,6,3,1,0.655770734,0.47215492848
10,9,10,11,3,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,6,7,7,6,7,7,7,6,7,2,1,1,2,4,1,1,4,1,1,1,5,3,3,4,5,5,3,1,2,8,1,7,2,9,4,5,2,2,4,1,1,8,1,1,2,2,2,5,99,77,1,1,1,8,5,17,16,1,1,8,4,8,8,8,2,4,5,2,98,4,998,5,7,1,2,1,2,2,2,6,98,8,998,1,1,323,270,154,5,7,1,1,4,4,1,2,1,1,2,9, , ,4,4,4/11/2024,1,1,1,2,4,23,2,1,0.728004471,0.728004471
10,9,10,9,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,7,6,6,7,6,6,6,6,2,7,3,2,1,3,3,2,1,1,3,1,1,3,4,3,3,4,4,3,1,1,8,1,1,1,7,8,5,2,2,3,3,2,7,1,1,2,2,2,1,1,40,11,1,2,8,5,11,5,3,4,8,1,8,8,8,8,3,4,2,14,2,998,2,8,1,2,2,2,2,2,2,98,7,998,2,3,517,331,10,1,1,1,1,4,4,1,1,4,2,2,9, , ,6,2,4/10/2024,1,1,15,2,3,19,1,1,0.686123819,0.6175114371
10,9,10,11,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,7,7,7,7,7,7,7,7,6,7,3,1,1,3,3,3,3,2,3,3,1,3,4,4,4,4,4,4,1,1,3,1,1,2,11,5,1,4,1,1,3,1,8,1,2,1,2,2,5,1,60,16,98,2,3,1,13,16,1,2,8,1,8,8,8,8,1,1,1,98,6,998,8,2,2,2,2,2,2,2,1,98,8,998,3,3,227,67,235,1,1,1,1,1,1,1,1,6,3,2,9, , ,7,3,4/10/2024,1,1,11,2,1,1,2,1,0.997704852,0.997704852
2,9,2,7,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,7,2,2,7,2,7,2,7,4,2,1,4,4,4,1,1,1,1,1,2,4,3,3,3,3,3,2, ,2,2, ,3,5,3,1,4,1,1,1,1,7,1,2,2,1,2,1,2,22,11,98,1,2,1,14,1,2,4,8,6,8,8,8,8,1,1,2,98,8,998,4,9,2,2,2,2,2,2,4,98,7,998,2,1,117,77,116,7,9,1,1,1,1,1,7,4,2,2,2,2,5,1,1,4/10/2024,1,1,9,2,1,6,3,1,1.431098116,0.84434788844
98,9,7,11,3,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,3,2,1,3,3,3,3,3,3,3,1,4,4,4,4,4,4,4,1,2,4,1,2,1,8,4,2,3,1,2,2,12,7,19,2,2,2,1,1,2,29,19,15,2,4,2,5,5,1,9,8,2,8,8,8,8,2,3,1,10,6,998,8,3,2,2,2,2,2,1,4,98,7,998,2,2,413,451,428,2,2,1,1,2,2,1,2,7,2,2, , , ,6,2,4/10/2024,1,1,15,2,2,8,1,5,0.766384178,0.766384178
2,9,2,7,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,4,4,1,1,1,1,1,1,5,5,5,5,5,5,2,1,2,2,1,2,1,4,2,1,4,2,4,1,1,5,1,1,2,2,2,1,2,30,17,1,2,2,1,4,5,2,2,8,6,8,8,8,8,5,6,2,98,8,998,7,8,2,1,2,2,2,2,4,98,5,998,3,1,280,36,292,2,2,1,1,1,1,1,2,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,4,2,1,1,0.889009293,0.7112074344
3,9,3,11,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,3,2,1,1,4,2,1,2,2,2,2,2,2,1,1,2,4,2,3,3,3,2,1,3,4,1,1,1,8,4,2,3,2,3,1,1,6,1,2,2,1,2,2,998,30,16,1,1,4,2,15,10,1,2,8,2,7,7,8,8,3,4,1,2,2,998,1,3,1,1,2,1,2,2,4,13,6,1,3,1,413,451,428,1,1,1,1,2,2,1,3,6,3,2,3,3,5,2,2,4/10/2024,1,1,5,2,3,7,1,1,1.01500216,1.01500216
10,9,10,11,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6,4,4,6,6,7,7,6,4,6,4,1,1,3,2,3,3,2,2,3,1,5,3,2,3,5,5,5,1,1,7,1,99,2,8,5,4,1,1,2,1,1,8,1,2,1,2,2,1,99,51,1,1,2,7,4,7,6,1,1,3,6,6,6,1,2,2,3,1,20,2,1,1,3,1,1,2,1,2,2,5,10,8,6,1,1,222,16,230,7,9,1,1,3,3,1,1,1,1,2,9, , ,7,3,4/10/2024,1,1,13,2,2,18,2,1,0.679530561,0.679530561
7,9,7,7,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,7,7,7,2,1,7,7,7,4,1,3,1,1,3,3,2,2,3,3,1,1,3,4,3,4,3,3,3,1,7,9,1,7,2,4,8,5,2,1,2,1,1,4,1,2,2,1,2,1,7,54,18,98,1,9,5,6,4,1,1,8,6,8,8,8,8,2,3,1,8,4,998,1,2,2,2,2,2,2,2,2,98,4,998,2,1,461,239,324,5,7,1,1,4,4,1,5,8,2,2,7,7,5,3,3,4/10/2024,1,1,3,2,2,23,2,1,0.796109896,0.6368879168
10,9,10,11,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,7,2,7,1,1,7,1,7,1,1,1,4,1,2,3,2,3,1,1,2,3,3,4,5,5,4,1,1,5,1,1,2,6,5,2,3,2,3,3,1,6,1,2,1,2,2,1,99,74,4,1,2,5,2,17,16,1,2,8,1,1,3,8,8,3,4,1,98,2,998,5,3,1,2,1,2,2,2,1,13,6,1,1,3,436,341,461,1,1,1,1,2,2,1,1,2,1,2,9, , ,8,4,4/11/2024,1,1,10,2,3,7,2,1,0.98584506,0.98584506
10,9,10,4,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,7,7,7,6,7,7,6,6,7,7,3,2,1,2,3,4,1,1,1,1,1,5,3,5,4,5,5,4,2, ,8,2, ,3,6,3,5,2,2,4,1,1,4,1,2,2,1,2,1,99,70,1,1,2,8,5,16,15,1,1,8,5,6,6,8,2,5,6,2,20,6,99,5,7,1,2,2,2,2,2,6,6,4,99,1,1,168,352,168,7,9,1,1,4,4,1,7,1,1,2,9, , ,8,4,4/10/2024,1,1,10,2,4,24,3,1,0.820818997,0.29549483892
