dpq1,dpq2,constituency_vote_midterm,likelihood,times5,times8_1,times8_2,times8_3,times8_4,times8_5,times8_6,times8_7,times8_8,times8_9,times8_10,times8_11,times8_12,times8_13,times8_14,times8_15,times8_16,dpg1,dpq16,dpq17,dpq18,dpq19,dpq20,dpq21,dpq50,dpq51,dpq52,dpq53,timesextra1,timesbregret,timese1,timese1a,timese1b,timese1c,timese1d,timese1e,timese1f,timese1g,timese2,timese2a,timese2b,timese2c,timese2d,timese2e,timese2f,timese3,voted2017,pastvote_2017,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,political_attention_2017,politics_scale_profile_update,newgor,govreg,new_socgrade,socgrade4,ONS_urban,profile_religion,polAttentionpdl,ethnicity_new,parent_1,parent_2,parent_97,parent_98,sexuality,partyid_2017,age,profile_education_level,profile_ethnicity,profile_gender,tprofile_GOR,profile_govregnew,profile_gross_household,profile_gross_personal,profile_household_children,profile_household_size,profile_housing_stat,profile_marital_stat,profile_partyid,profile_partyid_recode,profile_region,profile_religion_stat,profile_socgradenew,profile_socialgrade_cie,profile_socialgrade_old,profile_work_industry,profile_work_organisation,profile_work_responsibility,profile_work_stat,profile_work_type,social_media_omnibus_1,social_media_omnibus_2,social_media_omnibus_3,social_media_omnibus_4,social_media_omnibus_5,social_media_omnibus_6,profile_house_tenure,pastvote_2015_by_region,political_attention,pastvote_2015_recode,profile_education_level_recode,ONS_urban_UK,profile_pcon_2010_new,profile_oslaua,pcon_future_OA21,Vote2019R,Vote2019_combo,InEngland,InEnglandWales,gor,england_regions,countries_gb,Vote2017R,highest_education_gce,highest_education_simple,threeway_attention,Currvote,headvote,othvote,bpcas3,wellsage,respdate,ns,total,bpcagegeneduc_w8,threeway_attention_w8,socgrade4_w8,pvbyregion_w8,EURef_w8,ethnicity_R,W8,W8_GB_NewTurnout
10,9,10,9,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,7,1,1,1,7,1,1,3,1,1,2,1,1,3,3,2,2,2,2,3,1,2,3,2,3,2,2,4,1,1,8,1,1,2,5,5,5,2,1,1,1,1,8,1,2,1,2,2,1,1,61,18,98,2,8,5,12,12,1,1,8,4,8,8,8,8,1,2,1,14,3,998,2,1,2,2,2,2,2,2,4,98,8,998,2,1,364,356,153,1,1,1,1,4,4,1,1,8,2,2,9, , ,7,3,4/10/2024,1,1,12,2,1,19,2,1,0.821067743,0.7389609687
2,9,2,11,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,7,2,2,7,2,2,2,2,2,4,2,1,4,4,1,1,1,1,1,1,4,4,4,3,5,4,4,2, ,3,1,2,3,6,8,1,4,2,4,1,1,8,1,2,2,1,2,1,2,24,11,1,2,3,1,4,2,1,3,2,6,2,2,8,2,4,5,2,16,2,998,2,4,1,2,2,1,2,2,8,24,8,99,2,1,533,87,543,2,2,1,1,1,1,1,7,4,2,2,2,2,5,5,1,4/11/2024,1,1,18,2,4,2,3,1,1.313834304,1.313834304
10,9,10,5,3,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,3,1,1,3,3,1,1,1,3,1,1,5,5,4,3,4,3,4,2, ,8,1,1,3,3,4,5,2,2,4,1,1,6,1,1,2,2,2,1,99,25,15,1,2,8,5,8,4,2,3,8,2,8,8,8,2,4,5,1,16,2,998,2,3,1,2,2,1,2,2,2,98,6,998,2,1,526,374,537,1,1,1,1,4,4,1,7,5,2,2,9, , ,6,2,4/10/2024,1,1,15,2,4,19,3,1,0.926093648,0.6482655536
2,9,2,7,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,3,1,1,6,1,1,2,3,4,3,2,1,2,1,2,1,1,2,1,2,2,1,1,79,9,1,2,6,3,5,2,1,2,8,1,8,8,8,1,2,3,1,98,4,998,5,3,1,2,2,1,2,2,1,98,1,998,1,1,228,187,236,1,1,1,1,4,4,1,1,3,1,1,2,2,5,8,4,4/11/2024,1,1,10,1,2,19,2,1,1.853420992,1.4827367936
9,9,9,2,3,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,3,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,5,2, ,6,2, ,3,1,8,3,2,1,1,3,3,2,1,2,1,2,2,1,2,53,4,98,2,6,3,5,5,1,2,8,4,8,8,8,8,1,2,1,98,3,998,1,2,2,2,2,2,2,2,4,98,2,998,1,3,74,300,74,7,9,1,1,4,4,1,7,2,1,1,9, , ,7,3,4/11/2024,1,1,13,1,1,24,3,1,1.362786608,0.29981305376
4,9,4,8,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,2,1,3,3,3,3,4,3,3,1,2,3,4,3,3,3,3,998,998,11,1,4,3,7,8,7,5,2,4,98,98,7,1,2,2,2,2,1,998,71,1,98,1,11,7,98,98,98,98,8,8,8,8,8,8,4,5,2,98,8,998,2,7,2,2,2,2,2,2,98,98,7,998,1,98,631,149,585,6,4, , ,6, ,3,0,1,1,2,4,4,5,4,4,4/10/2024,1,1,1,2,4,34,3,1,1.242814777,1.05639256045
2,9,2,11,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,5,4,4,3,5,3,4,1,2,11,1,99,1,8,3,7,5,1,2,1,4,9,1,2,2,1,2,1,2,68,16,1,2,11,7,17,16,1,1,8,6,8,8,8,8,2,3,1,98,4,998,5,1,1,2,1,2,2,2,1,98,9,998,3,1,618,168,624,7,9, , ,6, ,3,2,6,3,3,2,2,5,8,4,4/10/2024,1,1,10,3,2,35,1,1,0.683034036,0.683034036
8,5,8,10,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,2,2,3,3,3,3,3,1,4,4,4,4,4,4,4,1,2,11,1,2,1,11,1,7,5,1,2,1,1,11,1,2,2,1,2,1,2,49,16,1,1,11,7,10,8,1,2,2,2,2,2,8,2,2,3,1,11,4,1,1,1,1,2,2,1,2,2,2,26,11,2,3,1,589,156,601,2,2, , ,6, ,3,2,6,3,3,8,8,4,2,2,4/10/2024,1,1,5,3,2,32,1,1,1.064138115,1.01093120925
4,9,4,11,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,1,3,2,1,1,1,1,1,1,3,4,5,5,5,4,4,1,4,11,1,7,1,3,3,7,5,1,2,98,1,4,1,2,2,1,2,1,4,38,18,98,1,11,7,16,16,1,3,1,6,8,8,8,8,2,3,1,98,2,998,2,2,2,2,2,2,2,2,7,98,4,998,2,98,585,158,623,5,7, , ,6, ,3,6,8,2,2,4,4,5,2,2,4/11/2024,1,1,6,2,2,35,1,1,0.627729096,0.627729096
9,9,9,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,2,1,4,4,4,4,4,4,1,1,5,3,5,4,4,5,5,2, ,11,2, ,3,3,5,7,5,2,3,1,1,6,12,1,2,2,2,1,1,41,16,98,2,11,7,13,13,2,3,8,1,8,8,8,8,3,4,2,20,1,1,1,5,2,2,2,2,2,2,2,98,6,998,3,1,584,443,598,7,9, , ,6, ,3,7,6,3,2,9, , ,6,2,4/10/2024,1,1,14,2,3,35,3,2,1.346008437,0.29612185614
10,9,8,9,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,7,4,7,7,7,7,7,4,4,4,3,2,1,2,2,3,2,2,3,2,1,4,4,4,4,3,4,4,1,1,4,1,1,1,8,4,2,3,1,1,1,1,8,1,2,1,2,2,1,1,54,9,98,2,4,2,12,6,1,4,1,1,8,8,8,8,1,1,1,98,2,998,2,1,2,2,2,2,2,2,1,98,8,998,1,1,413,451,345,1,1,1,1,2,2,1,1,3,1,2,9, , ,7,3,4/11/2024,1,1,13,2,1,7,1,1,0.591317014,0.5321853126
9,9,9,1,3,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,3,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2, ,1,2, ,3,5,4,1,4,1,2,2,3,5,1,2,1,2,2,1,97,64,16,98,1,1,1,5,5,1,4,8,1,8,8,8,8,2,3,1,98,4,998,1,3,2,2,2,2,2,2,1,98,5,998,3,2,148,75,149,7,9,1,1,1,1,1,7,6,3,2,9, , ,3,3,4/10/2024,1,1,2,2,2,6,3,1,1.042621254,0.1563931881
7,9,7,11,3,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,6,2,6,6,7,7,2,7,4,2,1,3,2,3,3,1,1,1,1,3,4,5,3,3,3,4,1,3,6,1,7,3,7,2,3,2,1,2,1,1,7,1,2,1,2,2,1,998,44,2,98,2,6,3,17,16,1,3,8,2,8,8,8,8,2,3,1,20,6,998,8,3,2,2,2,2,2,2,6,98,7,998,1,1,77,251,77,5,7,1,1,4,4,1,3,2,1,2,7,7,5,6,2,4/11/2024,1,1,16,2,2,23,3,1,0.947350987,0.947350987
2,9,3,11,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,3,1,1,2,2,2,2,1,1,1,1,4,4,4,4,3,4,4,2, ,2,1,2,3,9,2,1,4,1,2,1,6,9,1,2,2,1,2,1,998,24,16,98,1,2,1,16,1,1,4,8,6,8,8,8,1,2,3,2,98,8,998,6,7,2,2,2,2,2,2,8,98,9,998,3,1,429,47,442,2,2,1,1,1,1,1,7,6,3,3,2,2,5,1,1,4/11/2024,1,1,8,3,2,2,3,1,1.239342773,1.239342773
6,9,6,11,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,4,4,1,6,1,6,4,4,4,3,1,1,3,2,2,3,2,2,3,1,3,4,5,4,4,2,4,1,1,7,1,1,2,11,6,4,1,1,2,1,1,11,1,2,2,1,2,2,1,35,20,1,1,7,4,17,16,9,10,8,6,7,7,1,2,2,3,1,8,5,998,1,3,1,2,2,2,2,2,9,10,11,6,2,1,260,23,270,1,1,1,1,3,3,1,1,7,2,3,6,6,5,2,2,4/10/2024,1,1,6,3,2,13,2,1,0.773368293,0.773368293
10,9,1,6,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,7,7,7,7,7,1,7,7,1,3,3,1,2,1,2,2,2,2,1,1,2,3,2,4,3,3,4,1,1,9,1,1,2,8,5,5,2,1,2,1,5,7,1,2,1,2,2,1,1,56,18,1,2,9,5,4,4,1,1,4,6,1,3,8,1,2,3,1,16,2,998,2,3,2,2,2,2,2,2,4,98,7,998,2,1,351,102,365,1,1,1,1,4,4,1,1,8,2,2,9, , ,7,3,4/11/2024,1,1,12,2,2,19,2,1,0.899586495,0.67468987125
2,9,2,11,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,6,7,4,1,1,1,3,1,4,1,1,4,1,3,3,2,4,3,5,4,1,2,2,1,2,4,5,8,1,4,1,1,1,5,8,1,2,1,2,2,1,2,64,6,1,1,2,1,17,16,1,2,1,1,2,2,8,8,1,1,2,14,5,998,5,4,2,2,1,2,2,2,1,20,8,2,2,1,514,48,160,2,2,1,1,1,1,1,2,4,2,2,2,2,5,3,3,4/11/2024,1,1,3,2,1,2,3,1,1.049390277,1.049390277
6,9,6,11,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,3,3,2,3,3,1,5,4,2,4,4,4,4,1,6,6,1,1,2,9,8,3,2,1,2,1,1,8,1,2,1,2,2,1,6,70,1,1,1,6,3,8,8,1,2,1,1,6,6,1,2,2,3,2,20,4,1,5,8,1,2,2,2,2,2,1,4,8,6,1,1,498,260,511,1,1,1,1,4,4,1,4,1,1,2,6,6,5,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
8,5,8,11,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,7,6,6,6,6,6,3,1,1,2,2,2,3,2,2,3,1,3,3,3,3,3,3,3,1,5,10,1,6,2,9,4,6,3,2,3,1,2,6,1,1,2,2,2,1,98,47,6,1,1,10,6,9,8,3,4,2,2,6,6,3,1,3,4,1,4,2,1,1,2,1,2,2,2,2,2,2,34,6,6,2,1,565,143,547,4,6, ,1,5, ,2,6,4,2,2,8,8,4,2,2,4/10/2024,1,1,6,2,3,29,2,1,1.305400867,1.305400867
1,9,1,11,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,2,2,1,3,3,2,1,2,2,1,1,1,3,2,3,2,1,1,1,1,9,1,1,2,9,8,5,2,2,3,1,2,10,1,2,2,1,2,1,2,77,6,1,1,9,5,5,5,1,2,3,1,2,1,2,1,3,4,2,4,1,1,3,6,1,2,2,2,2,2,5,2,10,2,2,1,308,100,323,1,1,1,1,4,4,1,1,4,2,3,1,1,5,4,4,4/10/2024,1,1,1,3,3,19,2,1,0.879142369,0.879142369
9,9,9,1,3,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,7,6,7,7,7,7,7,7,6,7,4,3,1,4,4,1,1,4,1,4,1,4,4,4,4,4,3,4,998,998,8,2, ,3,2,8,5,2,2,4,1,98,7,1,1,2,2,2,1,998,40,5,98,1,8,5,12,11,3,4,8,1,8,8,8,8,4,5,2,98,8,998,1,7,2,2,2,2,2,2,2,98,7,998,1,1,7,261,7,7,9,1,1,4,4,1,0,3,1,2,9, , ,2,2,4/10/2024,1,1,7,2,4,24,3,1,1.826018686,0.2739028029
10,9,10,6,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,7,7,7,7,7,7,7,7,7,7,4,1,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,1,1,5,1,1,2,2,8,2,3,2,3,1,1,3,1,2,1,2,2,1,998,59,5,1,1,5,2,9,9,1,1,2,4,6,6,3,2,3,4,2,18,4,1,1,6,1,2,2,1,2,2,2,15,3,3,1,1,460,93,479,1,1,1,1,2,2,1,1,3,1,1,9, , ,3,3,4/10/2024,1,1,4,1,3,7,2,1,1.900403739,1.42530280425
10,9,10,7,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,2,1,4,4,4,4,4,4,4,1,5,5,5,5,5,5,4,1,1,4,1,3,1,6,8,2,3,1,2,3,1,7,1,2,1,2,2,1,1,65,8,1,2,4,2,6,3,1,2,8,1,8,8,8,8,2,3,1,98,6,998,5,3,1,2,2,2,2,2,1,98,7,998,1,3,131,450,130,3,3,1,1,2,2,1,1,2,1,2,9, , ,8,4,4/10/2024,1,1,10,2,2,9,1,1,0.792704067,0.6341632536
4,9,4,11,8,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,7,7,7,7,2,7,7,7,7,7,3,2,1,3,3,1,1,1,1,1,1,3,3,3,5,3,3,5,1,4,11,1,4,1,7,2,7,5,2,4,98,1,6,1,1,2,2,2,3,4,34,18,98,2,11,7,5,16,3,4,8,1,8,8,8,8,4,5,1,98,8,998,7,3,2,2,2,2,2,2,7,98,6,998,2,98,626,173,628,6,4, , ,6, ,3,6,8,2,2,4,4,5,6,2,4/10/2024,1,1,15,2,4,34,1,1,0.758884231,0.758884231
8,5,8,11,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,5,4,1,1,3,3,3,3,3,3,3,1,4,4,4,4,4,4,4,1,99,9,2, ,2,3,1,5,2,1,1,3,1,7,1,2,1,2,2,1,998,57,5,98,2,9,5,4,16,1,2,8,1,8,8,8,8,1,1,2,98,8,998,5,4,2,2,2,2,2,2,1,98,7,998,1,3,471,210,433,7,9,1,1,4,4,1,7,3,1,2,8,8,4,7,3,4/10/2024,1,1,13,2,1,24,2,1,0.540509295,0.45943290075
10,9,2,8,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,3,2,1,2,3,2,1,1,3,1,1,3,4,3,4,4,4,4,1,2,7,1,2,3,8,3,4,1,1,2,1,98,7,14,2,2,2,2,8,998,32,17,98,2,7,4,98,98,98,98,8,8,8,8,8,8,2,3,1,98,8,998,1,1,2,2,2,2,2,2,98,98,7,998,3,1,125,8,124,2,2,1,1,3,3,1,2,6,3,2,9, , ,6,2,4/11/2024,1,1,14,2,2,14,3,3,2.119105406,1.8012395951
1,9,1,11,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,1,2,1,3,1,2,1,1,3,2,1,1,2,2,2,1,2,4,1,2,3,3,3,3,5,3,1,1,3,1,1,1,9,5,1,4,1,2,1,2,10,1,2,2,1,2,2,1,48,9,98,1,3,1,9,5,1,2,8,2,8,8,4,8,2,3,1,98,4,998,1,3,2,2,2,2,2,2,2,98,10,998,1,1,243,83,252,1,1,1,1,1,1,1,1,3,1,3,1,1,5,2,2,4/10/2024,1,1,7,3,2,1,1,1,1.653145748,1.653145748
2,9,2,8,3,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,2,1,2,4,4,4,4,1,4,1,5,4,4,5,4,5,5,998,998,2,1,2,1,6,8,1,4,2,4,1,1,2,1,1,2,2,2,1,998,31,5,98,2,2,1,5,5,3,5,8,6,8,8,8,8,4,5,2,98,8,998,1,6,2,2,2,2,2,2,7,98,2,998,1,1,157,80,299,2,2,1,1,1,1,1,0,3,1,1,2,2,5,6,2,4/10/2024,1,1,16,1,4,2,1,1,1.411788549,1.20002026665
3,9,3,11,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,4,3,3,1,3,3,2,1,4,2,1,1,2,3,1,3,1,1,1,4,4,4,3,4,4,4,998,998,6,2, ,3,11,1,3,2,1,1,1,1,11,1,2,2,1,2,3,998,18,11,98,2,6,3,15,2,2,4,8,6,8,8,8,8,1,1,2,98,8,998,4,7,2,2,2,2,2,2,8,98,11,998,2,1,84,447,84,7,9,1,1,4,4,1,0,4,2,3,3,3,5,5,1,4/11/2024,1,1,18,3,1,24,3,1,0.882204951,0.81162855492
2,9,2,10,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,7,7,2,7,2,2,7,7,3,2,1,1,4,1,1,1,1,1,1,3,4,4,4,4,4,5,1,2,5,2, ,1,8,4,2,3,2,4,1,1,9,1,1,2,2,2,1,97,35,11,1,1,5,2,7,6,2,3,4,1,2,2,8,1,4,5,1,8,2,998,1,3,1,2,2,2,2,2,4,98,9,998,2,1,487,61,416,7,9,1,1,2,2,1,2,4,2,3,2,2,5,2,2,4/10/2024,1,1,6,3,4,12,1,1,0.480121831,0.37929624649
6,9,6,11,3,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,7,4,7,7,7,7,7,7,1,7,2,1,1,3,1,1,1,2,4,1,1,5,4,3,4,5,5,3,1,1,3,1,6,2,8,4,1,4,1,1,1,1,7,1,2,1,2,2,1,3,75,9,1,1,3,1,3,3,1,2,8,1,3,4,8,8,1,2,1,98,2,998,5,2,1,2,2,2,2,2,1,21,7,3,1,1,13,49,13,4,6,1,1,1,1,1,1,3,1,2,6,6,5,4,4,4/10/2024,1,1,1,2,1,4,2,1,1.847831413,1.847831413
6,9,6,11,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,7,4,4,4,4,7,6,7,4,4,2,2,1,3,1,2,3,2,1,1,1,2,4,3,4,3,3,4,1,1,5,1,1,2,9,5,2,3,1,1,1,2,8,1,1,2,2,2,1,1,43,11,1,1,5,2,13,8,2,3,2,1,8,8,8,8,1,2,1,5,2,998,1,3,2,2,2,2,2,1,2,98,8,998,2,1,89,337,88,1,1,1,1,2,2,1,1,4,2,2,6,6,5,2,2,4/10/2024,1,1,6,2,1,7,2,1,0.751224692,0.751224692
2,9,2,11,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,6,2,6,1,4,2,1,1,1,2,2,1,1,1,1,3,4,3,4,3,3,3,2, ,6,2, ,2,6,6,3,2,1,2,1,1,7,1,1,2,2,2,3,998,32,19,1,1,6,3,8,7,2,3,1,2,6,6,2,2,2,3,2,16,2,998,1,4,2,2,2,2,2,2,2,98,7,998,2,1,228,187,236,7,9,1,1,4,4,1,7,7,2,2,2,2,5,2,2,4/11/2024,1,1,6,2,2,24,2,1,0.618042512,0.5253361352
2,9,2,11,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,5,1,2,2,8,2,2,3,1,1,1,1,7,1,2,2,1,2,1,2,52,11,1,2,5,2,12,7,1,2,4,7,2,2,8,2,1,2,1,11,4,998,1,2,2,2,2,2,2,2,4,98,7,998,2,1,89,337,88,2,2,1,1,2,2,1,2,4,2,2,2,2,5,7,3,4/10/2024,1,1,12,2,1,8,2,1,0.981176492,0.981176492
1,9,1,11,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,3,3,1,4,4,4,4,4,4,1,1,2,2,2,1,3,2,4,1,1,10,1,98,1,7,8,6,3,1,2,1,1,6,1,2,2,1,2,2,1,31,11,1,1,10,6,9,5,1,2,2,2,6,6,8,2,2,3,2,19,2,998,1,7,1,2,2,1,2,2,2,34,6,6,2,1,546,144,572,6,8, ,1,5, ,2,1,4,2,2,1,1,5,2,2,4/11/2024,1,1,6,2,2,30,1,1,0.475205954,0.475205954
4,9,4,10,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,7,2,7,2,2,2,7,7,3,2,1,3,2,4,3,1,1,1,1,3,4,3,5,5,3,3,1,2,11,1,4,1,7,3,7,5,2,3,1,4,5,1,2,1,2,2,1,2,66,5,1,1,11,7,5,8,1,2,2,1,2,1,5,1,3,4,2,19,4,8,5,5,2,1,2,2,2,2,2,26,5,2,1,1,595,161,604,6,4, , ,6, ,3,2,3,1,2,4,4,5,4,4,4/11/2024,1,1,1,2,3,34,1,1,0.920776017,0.87473721615
98,9,98,11,8,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,4,4,4,4,4,4,4,1,5,4,4,5,5,5,5,2, ,9,2, ,3,9,2,5,2,2,4,1,1,9,1,2,2,1,2,5,99,22,20,98,2,9,5,17,16,1,1,8,6,8,8,8,8,5,6,2,98,6,998,7,8,2,2,2,2,2,2,6,98,9,998,2,1,18,96,18,7,9,1,1,4,4,1,7,7,2,3, , , ,5,1,4/11/2024,1,1,18,3,4,24,3,1,0.923035121,0.78457985285
2,9,2,11,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,2,1,2,2,3,1,1,1,1,1,4,4,4,4,4,4,4,998,998,2,1,2,1,9,3,1,4,1,2,1,98,8,1,2,2,2,2,1,998,38,18,98,1,2,1,98,98,98,98,8,8,8,8,8,8,2,3,1,98,8,998,1,1,2,2,2,2,2,2,98,98,8,998,2,1,111,80,101,2,2,1,1,1,1,1,0,8,2,2,2,2,5,2,2,4/10/2024,1,1,6,2,2,2,1,1,0.702363299,0.702363299
1,9,1,11,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,5,1,1,1,8,4,2,3,2,3,1,4,8,1,2,2,1,2,2,1,63,5,1,1,5,2,7,8,1,1,8,6,8,8,8,8,3,4,2,19,1,998,1,8,1,1,2,2,2,2,4,13,8,1,1,1,436,342,451,1,1,1,1,2,2,1,1,3,1,2,1,1,5,3,3,4/10/2024,1,1,4,2,3,7,1,1,0.769159556,0.769159556
10,9,10,10,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,2,2,1,4,4,4,4,4,4,4,1,5,3,2,3,3,2,4,2, ,9,2, ,3,6,8,5,2,2,4,1,1,6,1,1,2,2,2,1,99,34,8,1,2,9,5,12,12,2,3,8,2,1,3,8,8,4,5,1,20,2,998,1,3,1,2,2,2,2,2,2,1,6,1,1,1,451,238,467,7,9,1,1,4,4,1,7,2,1,2,9, , ,6,2,4/10/2024,1,1,16,2,4,24,3,1,0.760306107,0.60064182453
2,9,2,7,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,6,2,2,6,7,2,6,1,4,1,1,1,1,3,3,1,1,1,1,3,4,2,4,4,3,4,998,998,5,2, ,2,7,3,2,3,1,2,98,98,6,1,2,2,2,2,8,998,37,15,98,1,5,2,7,98,98,98,8,8,8,8,8,8,2,3,1,98,8,998,1,3,2,2,2,2,2,2,98,98,6,998,2,98,270,94,431,7,9,1,1,2,2,1,0,5,2,2,2,2,5,2,2,4/10/2024,1,1,6,2,2,12,2,1,0.629717214,0.37153315626
9,9,9,1,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,5,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,1,2, ,6,1,1,2,5,5,3,2,2,4,1,1,1,1,2,1,2,2,1,6,64,8,1,2,6,3,17,16,1,3,4,1,2,1,1,1,5,6,2,98,6,998,8,8,1,2,2,2,2,2,5,4,1,6,1,1,404,222,418,1,1,1,1,4,4,1,7,2,1,1,9, , ,7,3,4/11/2024,1,1,13,1,4,19,2,1,1.514805476,0.757402738
1,9,1,9,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,6,1,1,1,6,1,1,1,1,1,3,2,1,4,3,2,2,2,2,3,1,4,4,4,3,5,3,3,2, ,7,1,1,1,4,5,4,1,1,1,1,1,5,1,2,2,1,2,1,1,28,18,1,1,7,4,13,11,1,2,4,6,1,3,8,2,1,2,1,10,2,998,1,1,1,1,2,1,2,2,4,7,5,1,2,1,449,22,113,1,1,1,1,3,3,1,7,8,2,2,1,1,5,2,2,4/10/2024,1,1,6,2,1,13,1,1,0.596629702,0.5369667318
2,9,2,11,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,2,4,3,1,2,1,1,1,1,1,1,1,3,4,3,4,4,3,2,1,2,9,1,2,2,9,3,5,2,1,1,3,1,8,1,2,2,1,2,1,1,73,11,1,1,9,5,7,6,1,2,8,2,1,3,8,8,1,2,1,20,1,998,1,2,1,2,2,1,2,2,1,4,8,6,2,3,471,209,490,2,2,1,1,4,4,1,2,4,2,2,2,2,5,4,4,4/10/2024,1,1,1,2,1,20,2,1,0.775609445,0.775609445
6,9,6,10,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,3,3,3,3,2,3,3,1,3,3,3,4,3,3,3,1,6,3,1,1,2,6,6,1,4,2,4,3,1,6,1,2,1,2,2,1,6,60,1,1,1,3,1,4,4,1,2,5,1,1,3,8,2,5,6,2,19,2,998,5,6,1,2,2,1,2,2,6,22,6,6,1,3,211,69,321,1,1,1,1,1,1,1,4,1,1,2,6,6,5,3,3,4/10/2024,1,1,4,2,4,1,2,1,0.844156645,0.80194881275
