dpq1,dpq2,constituency_vote_midterm,likelihood,times5,times8_1,times8_2,times8_3,times8_4,times8_5,times8_6,times8_7,times8_8,times8_9,times8_10,times8_11,times8_12,times8_13,times8_14,times8_15,times8_16,dpg1,dpq16,dpq17,dpq18,dpq19,dpq20,dpq21,dpq50,dpq51,dpq52,dpq53,timesextra1,timesbregret,timese1,timese1a,timese1b,timese1c,timese1d,timese1e,timese1f,timese1g,timese2,timese2a,timese2b,timese2c,timese2d,timese2e,timese2f,timese3,voted2017,pastvote_2017,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,political_attention_2017,politics_scale_profile_update,newgor,govreg,new_socgrade,socgrade4,ONS_urban,profile_religion,polAttentionpdl,ethnicity_new,parent_1,parent_2,parent_97,parent_98,sexuality,partyid_2017,age,profile_education_level,profile_ethnicity,profile_gender,tprofile_GOR,profile_govregnew,profile_gross_household,profile_gross_personal,profile_household_children,profile_household_size,profile_housing_stat,profile_marital_stat,profile_partyid,profile_partyid_recode,profile_region,profile_religion_stat,profile_socgradenew,profile_socialgrade_cie,profile_socialgrade_old,profile_work_industry,profile_work_organisation,profile_work_responsibility,profile_work_stat,profile_work_type,social_media_omnibus_1,social_media_omnibus_2,social_media_omnibus_3,social_media_omnibus_4,social_media_omnibus_5,social_media_omnibus_6,profile_house_tenure,pastvote_2015_by_region,political_attention,pastvote_2015_recode,profile_education_level_recode,ONS_urban_UK,profile_pcon_2010_new,profile_oslaua,pcon_future_OA21,Vote2019R,Vote2019_combo,InEngland,InEnglandWales,gor,england_regions,countries_gb,Vote2017R,highest_education_gce,highest_education_simple,threeway_attention,Currvote,headvote,othvote,bpcas3,wellsage,respdate,ns,total,bpcagegeneduc_w8,threeway_attention_w8,socgrade4_w8,pvbyregion_w8,EURef_w8,ethnicity_R,W8,W8_GB_NewTurnout
2,9,2,11,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,6,2,2,4,2,1,1,2,4,1,1,1,1,1,4,4,2,4,3,5,4,2, ,8,1,3,1,6,2,5,2,2,3,1,3,7,1,2,1,2,2,1,97,81,3,1,1,8,5,5,5,1,2,5,1,2,2,2,1,3,4,2,20,2,8,5,6,2,2,2,2,2,1,6,4,7,6,2,1,224,372,232,3,3,1,1,4,4,1,7,4,2,2,2,2,5,4,4,4/11/2024,1,1,1,2,3,21,1,1,0.852713915,0.852713915
2,9,2,11,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,2, ,8,1,2,1,9,2,5,2,2,4,1,1,5,1,1,1,2,2,1,2,39,16,1,2,8,5,4,4,3,5,8,1,8,8,8,2,4,5,2,98,7,998,7,7,1,2,2,2,2,2,5,98,5,998,3,1,354,123,369,2,2,1,1,4,4,1,7,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,4,20,1,1,0.852372866,0.852372866
9,9,9,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,3,2,1,4,4,4,4,2,4,4,1,4,4,4,2,4,5,5,2, ,9,2, ,3,1,4,5,2,2,3,1,3,5,4,1,2,2,2,1,998,41,5,98,2,9,5,11,4,3,4,8,1,8,8,8,3,3,4,1,14,2,998,8,3,2,2,2,2,2,2,2,98,5,998,1,1,322,106,474,7,9,1,1,4,4,1,7,3,1,2,9, , ,6,2,4/10/2024,1,1,16,2,3,24,3,1,0.851780689,0.12776710335
9,9,9,1,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,7,7,7,7,7,7,7,6,7,4,2,1,1,4,1,3,1,3,1,1,5,4,3,5,5,5,4,2, ,8,2, ,3,5,2,5,2,2,3,1,1,7,1,2,1,2,2,1,998,68,3,98,1,8,5,3,3,1,2,8,1,8,8,8,8,3,4,2,98,8,998,5,6,2,2,2,2,2,2,2,98,7,998,2,1,28,220,26,7,9,1,1,4,4,1,7,4,2,2,9, , ,4,4,4/11/2024,1,1,1,2,3,24,3,1,0.85145091,0.1277176365
2,9,2,11,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,3,4,4,3,4,4,4,1,2,5,1,2,1,8,2,2,3,1,2,1,1,8,1,1,2,2,2,1,2,52,9,1,1,5,2,6,4,3,4,8,1,8,8,8,2,2,3,1,12,5,998,1,3,1,2,2,1,2,2,2,14,8,2,1,1,120,59,118,2,2,1,1,2,2,1,2,3,1,2,2,2,5,3,3,4/10/2024,1,1,4,2,2,8,1,1,0.851370885,0.851370885
1,9,1,8,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,4,2,2,3,1,2,3,2,4,5,5,3,1,1,7,1,1,2,4,8,4,1,2,4,1,3,6,1,2,1,2,2,1,1,72,6,1,2,7,4,17,16,1,5,1,1,1,3,1,1,5,6,2,12,1,99,5,5,1,2,2,2,2,2,1,7,6,1,2,1,258,23,269,1,1,1,1,3,3,1,1,4,2,2,1,1,5,8,4,4/10/2024,1,1,10,2,4,13,2,1,0.850751262,0.7231385727
1,9,6,11,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,2,2,3,2,2,1,1,2,2,2,3,2,5,3,1,3,7,1,1,2,6,5,4,1,2,4,1,2,7,1,2,1,2,2,1,3,76,9,1,2,7,4,6,4,1,2,3,1,8,8,8,1,4,5,1,98,6,998,5,3,1,2,2,1,2,2,5,9,7,3,1,1,234,19,243,1,1,1,1,3,3,1,3,3,1,2,1,1,5,8,4,4/11/2024,1,1,10,2,4,13,2,1,0.850751262,0.850751262
1,9,1,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,1,7,1,1,7,4,1,2,1,1,3,3,2,3,2,2,1,1,2,3,2,4,5,5,3,1,1,7,1,1,2,6,4,4,1,2,4,1,2,6,1,2,1,2,2,1,1,66,9,1,2,7,4,2,2,1,1,8,6,1,3,8,8,5,6,1,98,6,998,5,3,1,2,1,2,2,2,6,10,6,6,1,1,127,8,126,1,1,1,1,3,3,1,1,3,1,2,1,1,5,8,4,4/10/2024,1,1,10,2,4,13,2,1,0.850751262,0.850751262
2,9,2,11,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,4,4,2,4,4,4,4,99, ,7,99, ,1,10,8,4,1,2,3,1,18,9,14,1,2,2,2,1,99,45,17,98,1,7,4,17,16,4,5,8,1,8,8,8,1,3,4,1,98,1,998,1,2,2,2,2,2,2,2,4,98,9,998,3,1,478,17,496,7,9,1,1,3,3,1,7,6,3,3,2,2,5,2,2,4/11/2024,1,1,5,3,3,18,1,3,0.84998789,0.7224897065
2,9,2,11,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,4,1,1,1,1,1,1,3,4,4,4,5,4,3,1,2,9,1,2,2,8,3,5,2,1,2,1,1,8,1,2,1,2,2,1,1,81,5,1,1,9,5,3,3,1,2,8,1,2,1,8,8,2,3,2,20,2,998,5,6,2,2,2,2,2,1,1,2,8,2,1,1,407,445,423,2,2,1,1,4,4,1,2,3,1,2,2,2,5,4,4,4/10/2024,1,1,1,2,2,20,2,1,0.849781018,0.849781018
3,9,3,8,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,3,2,6,6,3,2,6,6,4,3,1,3,2,3,2,1,3,1,1,3,4,2,3,3,4,4,998,998,6,1,2,2,7,2,3,2,1,2,1,1,8,1,2,2,1,2,1,998,71,6,98,1,6,3,3,3,1,1,8,4,8,8,8,8,2,3,2,98,8,998,5,8,2,2,2,2,2,2,5,98,8,998,2,1,439,257,454,2,2,1,1,4,4,1,0,4,2,2,3,3,5,4,4,4/10/2024,1,1,1,2,2,20,2,1,0.849781018,0.7223138653
10,9,10,7,3,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,2,2,1,1,1,3,1,1,3,1,1,2,3,2,3,4,3,3,1,3,1,1,2,1,7,4,1,4,1,1,3,1,4,1,1,2,2,2,1,97,47,16,1,2,1,1,12,12,3,3,2,4,1,3,4,1,1,1,1,20,5,1,1,2,1,1,2,2,2,2,2,19,4,1,3,3,25,76,335,2,2,1,1,1,1,1,3,6,3,2,9, , ,6,2,4/10/2024,1,1,14,2,1,2,1,1,0.849684245,0.679747396
2,9,2,9,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,2,1,3,2,3,1,1,3,1,1,4,4,4,5,4,4,4,1,2,1,1,2,1,8,2,1,4,1,1,1,1,8,1,2,1,2,2,3,97,48,16,1,2,1,1,8,5,1,3,4,1,6,6,8,2,1,2,1,17,1,99,2,2,1,2,2,2,2,2,2,23,8,7,3,1,180,53,182,2,2,1,1,1,1,1,2,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,1,2,1,1,0.849684245,0.7647158205
2,9,2,11,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,1,1,1,1,1,1,1,3,4,4,5,5,5,5,1,2,2,1,2,1,8,1,1,4,1,1,1,1,7,8,1,2,2,2,1,2,34,16,98,2,2,1,15,6,2,5,8,2,8,8,8,8,1,1,1,98,8,998,1,2,2,2,2,2,2,2,8,98,7,998,3,1,256,43,536,2,2,1,1,1,1,1,2,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,1,2,1,4,0.849684245,0.849684245
2,9,2,11,3,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,3,2,1,1,2,1,1,1,1,1,1,2,4,4,2,5,4,4,998,998,1,1,2,1,6,2,1,4,1,1,1,98,7,1,1,2,2,2,1,998,32,16,98,2,1,1,13,6,4,5,8,1,8,8,8,8,1,2,1,98,8,998,2,3,2,2,2,2,2,2,98,98,7,998,3,1,204,70,210,2,2,1,1,1,1,1,0,6,3,2,2,2,5,6,2,4/10/2024,1,1,14,2,1,2,1,1,0.849684245,0.849684245
1,9,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,4,7,1,3,3,1,3,4,1,3,2,1,4,4,4,1,1,1,1,1,3,4,4,2,4,4,5,998,998,10,2, ,3,6,5,6,3,1,1,98,98,6,1,2,2,2,2,8,998,21,11,98,2,10,6,98,98,98,98,8,8,8,8,8,8,1,1,2,98,8,998,4,9,2,2,2,2,2,2,98,98,6,998,2,98,543,147,554,7,9, ,1,5, ,2,0,4,2,2,1,1,5,5,1,4/10/2024,1,1,18,2,1,30,3,1,0.849594957,0.27187038624
10,9,1,11,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,1,2,1,1,2,3,2,2,2,3,3,1,1,2,1,1,2,6,4,1,4,1,1,3,2,7,1,1,2,2,2,1,1,67,9,1,2,2,1,12,3,2,3,2,1,3,4,1,1,1,2,1,8,6,1,5,3,1,1,2,2,2,2,2,19,7,1,1,3,157,80,102,1,1,1,1,1,1,1,1,3,1,2,9, , ,8,4,4/10/2024,1,1,10,2,1,1,2,1,0.849509617,0.849509617
1,9,1,9,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,1,7,7,1,7,1,7,1,1,2,1,1,2,2,2,2,3,2,1,1,2,3,2,4,5,5,4,1,1,1,1,1,2,6,4,1,4,1,1,1,2,5,1,2,1,2,2,1,1,78,14,1,2,1,1,9,6,1,2,1,1,7,7,8,8,1,1,1,98,4,998,5,1,1,2,2,2,2,2,1,19,5,1,2,1,441,73,456,1,1,1,1,1,1,1,1,5,2,2,1,1,5,8,4,4/10/2024,1,1,10,2,1,1,2,1,0.849509617,0.7645586553
2,9,10,11,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,6,6,2,2,7,7,2,2,3,2,1,3,1,1,1,1,1,1,1,3,4,3,4,4,4,4,1,2,2,1,1,2,6,4,1,4,1,1,1,2,4,1,2,1,2,2,1,2,66,9,1,2,2,1,11,6,1,2,8,1,2,1,8,8,1,2,1,98,2,998,5,1,1,2,2,2,2,2,1,20,4,2,1,1,14,453,14,1,1,1,1,1,1,1,2,3,1,2,2,2,5,8,4,4/11/2024,1,1,10,2,1,1,2,1,0.849509617,0.849509617
2,9,2,11,3,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,2,2,2,3,2,3,1,1,3,4,3,4,4,4,3,1,2,2,1,1,2,7,3,1,4,1,1,1,2,7,1,2,2,1,2,5,2,67,16,1,2,2,1,9,5,1,2,8,3,2,1,8,1,1,2,2,20,2,4,3,8,1,2,2,2,2,2,4,20,7,2,3,1,481,48,499,1,1,1,1,1,1,1,2,6,3,2,2,2,5,8,4,4/10/2024,1,1,10,2,1,1,2,1,0.849509617,0.849509617
2,9,2,11,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,3,2,4,2,1,3,1,3,3,3,1,1,1,3,4,2,4,4,4,4,1,99,1,1,1,2,5,5,1,4,1,1,1,16,4,1,2,2,1,2,5,1,70,9,1,2,1,1,3,3,1,1,8,6,8,8,8,2,1,2,2,98,8,998,5,8,2,2,2,2,2,1,1,98,4,998,1,1,225,57,233,1,1,1,1,1,1,1,7,3,1,2,2,2,5,8,4,4/10/2024,1,1,10,2,1,1,2,1,0.849509617,0.849509617
6,9,6,11,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,4,7,7,7,7,7,7,7,7,2,1,1,2,3,3,3,3,2,1,1,2,4,2,4,3,3,3,1,1,2,1,1,2,8,5,1,4,1,1,1,7,8,1,2,1,2,2,1,1,70,9,98,2,2,1,4,4,1,1,8,5,8,8,8,8,1,1,1,98,8,998,5,2,2,2,2,2,2,2,1,98,8,998,1,1,525,39,536,1,1,1,1,1,1,1,1,3,1,2,6,6,5,8,4,4/10/2024,1,1,10,2,1,1,2,1,0.849509617,0.849509617
98,9,98,11,8,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,4,4,4,4,4,4,4,1,5,4,5,5,4,5,5,2, ,1,2, ,3,5,3,1,4,1,1,1,1,6,19,2,2,1,2,5,99,20,11,1,2,1,1,17,16,9,10,8,6,8,8,8,8,1,2,2,98,8,998,4,9,2,2,2,2,2,1,8,24,6,99,2,1,112,75,111,7,9,1,1,1,1,1,7,4,2,2, , , ,5,1,4/10/2024,1,1,18,2,1,6,3,5,0.849482231,0.78152365252
2,9,2,11,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,2,4,3,4,4,4,4,2, ,1,2, ,3,9,2,1,4,1,1,1,16,8,1,2,2,1,2,3,2,20,11,98,2,1,1,2,2,1,6,8,6,8,8,8,8,1,1,2,98,8,998,4,9,2,2,2,2,2,2,4,98,8,998,2,1,303,54,317,7,9,1,1,1,1,1,7,4,2,2,2,2,5,5,1,4/10/2024,1,1,18,2,1,6,3,1,0.849482231,0.78152365252
2,9,2,11,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1,3,7,1,3,1,8,4,4,1,1,1,1,16,9,12,2,2,1,2,1,3,35,18,14,2,7,4,13,12,1,1,8,6,8,8,8,2,1,1,1,98,2,998,1,1,1,1,2,2,2,2,2,98,9,998,2,1,259,6,21,3,3,1,1,3,3,1,3,8,2,3,2,2,5,6,2,4/10/2024,1,1,15,3,1,15,1,2,0.848804108,0.848804108
2,9,3,11,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,3,2,1,3,4,2,1,1,4,1,1,3,4,3,4,4,3,4,1,2,9,1,3,1,4,8,5,2,1,2,1,5,5,1,2,1,2,2,1,1,56,18,1,2,9,5,17,16,1,3,2,1,6,6,3,4,2,3,1,14,3,4,5,1,1,2,2,2,2,2,1,2,5,2,2,1,461,239,480,3,3,1,1,4,4,1,2,8,2,2,2,2,5,7,3,4/10/2024,1,1,12,2,2,21,1,1,0.848020574,0.848020574
3,9,3,10,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,7,7,7,7,7,3,7,3,7,3,2,1,1,1,1,1,1,1,1,1,3,4,5,3,5,5,3,1,2,8,1,3,1,4,8,5,2,1,2,2,5,5,1,2,1,2,2,1,3,57,13,1,2,8,5,17,16,1,2,8,1,8,8,8,8,2,3,1,98,4,998,5,1,2,2,2,2,2,1,1,3,5,3,2,2,517,331,28,3,3,1,1,4,4,1,2,5,2,2,3,3,5,7,3,4/11/2024,1,1,12,2,2,21,1,1,0.848020574,0.8056195453
10,9,10,11,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,2,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,1,1,99,7,1,99,4,11,8,4,1,2,4,1,2,11,1,2,1,2,2,5,2,69,16,16,1,7,4,17,16,1,2,8,1,6,6,1,4,5,6,1,98,4,998,5,2,2,2,2,2,2,1,1,11,11,7,3,1,261,26,272,7,9,1,1,3,3,1,7,6,3,3,9, , ,4,4,4/10/2024,1,1,1,3,4,18,3,1,0.847581592,0.847581592
2,9,2,11,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,5,2, ,3,9,8,2,3,1,2,1,1,8,1,2,2,1,2,1,98,59,12,1,1,5,2,5,5,1,2,8,1,8,8,8,8,2,3,1,98,8,998,1,3,2,2,2,2,2,2,5,98,8,998,2,1,456,58,473,7,9,1,1,2,2,1,2,4,2,2,2,2,5,3,3,4/10/2024,1,1,3,2,2,12,3,1,0.846811007,0.71978935595
8,5,8,10,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,4,3,1,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,1,2,2,1,2,2,6,8,1,4,2,4,1,12,6,10,1,2,2,2,1,2,43,5,8,2,2,1,2,2,4,5,8,1,8,8,8,1,4,5,2,8,6,1,7,4,1,2,2,2,2,2,2,20,6,2,1,1,368,38,384,2,2,1,1,1,1,1,2,3,1,2,8,8,4,6,2,4/10/2024,1,1,16,2,4,2,2,2,0.846713892,0.8043781974
1,9,1,10,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,5,2,1,2,2,2,2,1,2,1,1,3,3,3,4,4,4,5,1,2,2,1,2,2,7,5,1,4,2,4,3,3,8,1,2,1,2,2,1,2,69,16,1,1,2,1,8,9,1,3,1,1,2,1,4,1,4,5,2,16,2,998,2,7,1,2,2,2,2,2,1,20,8,2,3,3,247,277,256,2,2,1,1,1,1,1,2,6,3,2,1,1,5,4,4,4/10/2024,1,1,1,2,4,2,2,1,0.846386074,0.8040667703
6,9,6,9,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,7,4,7,7,1,7,3,3,4,7,2,2,1,2,2,2,2,1,2,1,1,3,4,2,4,5,3,4,1,1,2,1,3,1,8,5,1,4,2,3,2,1,9,1,2,2,1,2,1,3,57,16,1,2,2,1,10,5,1,2,1,2,1,3,4,2,3,4,1,17,2,1,2,3,1,2,2,1,2,2,1,19,9,1,3,2,124,77,123,3,3,1,1,1,1,1,1,6,3,3,6,6,5,7,3,4/10/2024,1,1,11,3,3,3,1,1,0.846161472,0.7615453248
10,9,10,6,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,1,2,3,7,1,1,2,1,1,3,3,3,1,2,2,3,1,2,2,2,3,3,2,3,1,1,6,1,1,2,7,8,3,2,1,2,1,1,6,4,1,2,2,2,1,1,43,9,2,2,6,3,8,8,3,3,4,6,1,3,8,2,2,3,1,14,2,998,1,3,2,2,2,2,2,2,4,98,6,998,1,1,420,111,144,1,1,1,1,4,4,1,1,3,1,2,9, , ,6,2,4/10/2024,1,1,16,2,2,19,2,1,0.845831694,0.6343737705
6,9,6,8,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,2,2,2,2,2,3,2,1,3,4,4,4,4,4,4,1,1,8,1,1,2,7,6,5,2,1,2,3,2,8,1,2,2,1,2,1,1,36,9,98,2,8,5,14,6,1,5,8,1,8,8,8,8,2,3,1,98,4,998,1,3,2,2,2,2,2,2,7,98,8,998,1,3,468,271,487,1,1,1,1,4,4,1,1,3,1,2,6,6,5,6,2,4/10/2024,1,1,16,2,2,19,2,1,0.845831694,0.7189569399
1,9,1,11,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,3,2,3,2,3,1,2,2,2,3,2,2,3,1,1,6,1,1,2,6,4,3,2,1,2,1,1,4,1,2,1,2,2,1,1,75,1,1,1,6,3,17,16,1,2,2,1,1,3,2,1,2,3,1,20,2,3,5,2,2,2,2,2,2,1,1,1,4,1,1,1,99,226,97,1,1,1,1,4,4,1,1,1,1,2,1,1,5,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
10,9,10,11,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,3,1,1,2,2,2,2,2,2,2,1,3,4,3,4,4,4,3,1,2,8,1,1,2,8,4,5,2,1,2,1,1,8,1,2,1,2,2,1,2,67,6,1,1,8,5,3,3,1,1,4,4,5,5,2,2,2,3,2,17,2,4,5,5,1,2,2,2,2,2,4,5,8,7,2,1,233,125,241,1,1,1,1,4,4,1,2,4,2,2,9, , ,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
1,9,1,11,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,3,2,2,3,1,3,3,2,4,3,3,4,1,1,6,1,1,2,9,6,3,2,1,2,1,1,8,1,2,1,2,2,1,1,73,16,1,1,6,3,6,4,1,2,1,1,1,3,1,2,2,3,1,20,2,1,5,3,2,2,2,2,2,1,1,1,8,1,3,1,466,113,484,1,1,1,1,4,4,1,1,6,3,2,1,1,5,4,4,4/10/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
1,9,1,10,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,3,3,3,3,1,1,2,2,2,2,2,2,3,1,1,8,1,1,2,8,5,5,2,1,2,3,1,8,1,2,2,1,2,1,1,69,11,1,1,8,5,13,13,1,2,2,1,6,6,1,2,2,3,1,5,1,1,1,1,2,2,2,2,2,2,2,98,8,998,2,3,389,267,403,1,1,1,1,4,4,1,1,4,2,2,1,1,5,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.80322900615
1,9,1,10,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,4,1,3,1,1,2,1,2,1,1,3,1,1,2,3,2,4,2,2,4,1,1,6,1,1,2,8,5,3,2,1,2,2,1,6,1,2,2,1,2,1,1,70,6,1,1,6,3,4,4,1,1,5,6,3,4,1,8,2,3,1,4,1,998,5,3,2,2,2,2,2,1,6,1,6,1,2,2,516,223,528,1,1,1,1,4,4,1,1,4,2,2,1,1,5,4,4,4/10/2024,1,1,1,2,2,19,2,1,0.845504217,0.80322900615
10,9,10,7,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,7,7,7,7,7,7,7,7,4,7,2,1,1,3,3,3,3,3,3,2,1,2,3,3,4,5,5,3,1,1,8,1,1,2,6,5,5,2,1,2,1,3,6,1,2,1,2,2,1,99,71,14,1,1,8,5,17,16,1,3,8,1,5,5,2,8,2,3,1,17,6,99,5,1,2,2,2,2,2,1,1,4,6,6,2,1,345,327,28,1,1,1,1,4,4,1,1,5,2,2,9, , ,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.6764033736
6,9,6,11,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,4,4,3,1,1,3,3,2,3,2,3,3,1,5,4,2,4,3,2,3,1,1,8,1,1,2,8,5,5,2,1,2,1,2,8,1,2,1,2,2,1,1,75,9,1,1,8,5,14,14,1,3,8,1,8,8,8,8,2,3,1,98,4,998,5,1,1,2,2,2,2,2,1,1,8,1,1,1,344,328,357,1,1,1,1,4,4,1,1,3,1,2,6,6,5,4,4,4/10/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
6,9,10,11,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,7,7,4,7,7,7,7,7,4,7,3,1,1,2,1,2,3,2,3,1,1,3,3,2,4,3,5,3,1,1,9,1,1,2,8,6,5,2,1,2,3,2,8,1,2,2,1,2,1,1,72,11,1,1,9,5,10,8,1,2,8,1,8,8,8,1,2,3,1,5,2,998,5,1,2,2,2,2,2,1,1,1,8,1,2,3,502,445,513,1,1,1,1,4,4,1,1,4,2,2,6,6,5,4,4,4/10/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
10,9,10,6,3,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,7,7,7,7,7,7,7,7,7,7,5,3,1,4,4,4,4,4,4,4,1,5,5,5,5,5,5,4,1,1,9,1,1,2,8,8,5,2,1,2,1,1,5,1,2,1,2,2,1,1,77,14,1,1,9,5,6,4,1,2,8,1,8,8,8,8,2,3,1,98,8,998,5,2,2,2,2,2,2,2,1,98,5,998,2,1,421,102,433,1,1,1,1,4,4,1,1,5,2,2,9, , ,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.63412816275
6,9,6,11,3,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,4,4,6,6,6,4,7,4,4,4,1,1,3,3,3,3,3,3,3,1,3,4,3,4,4,4,4,1,6,9,1,1,2,7,5,5,2,1,2,1,1,5,1,2,1,2,2,1,98,70,16,1,1,9,5,9,8,1,3,1,1,8,8,8,8,2,3,1,11,8,998,5,1,1,2,2,2,2,2,1,98,5,998,3,1,286,445,301,1,1,1,1,4,4,1,4,6,3,2,6,6,5,4,4,4/11/2024,1,1,1,2,2,19,2,1,0.845504217,0.845504217
1,9,1,10,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,6,6,1,2,2,1,2,3,2,3,3,2,1,1,2,2,1,3,3,3,2,1,1,8,1,1,2,5,5,5,2,1,2,1,2,6,1,2,1,2,2,1,1,72,18,98,1,8,5,15,14,1,2,8,1,8,8,8,8,2,3,1,20,8,998,5,1,2,2,2,2,2,2,1,98,6,998,2,1,513,119,526,1,1,1,1,4,4,1,1,8,2,2,1,1,5,4,4,4/10/2024,1,1,1,2,2,19,2,1,0.845504217,0.80322900615
