dpq1,dpq2,constituency_vote_midterm,likelihood,times5,times8_1,times8_2,times8_3,times8_4,times8_5,times8_6,times8_7,times8_8,times8_9,times8_10,times8_11,times8_12,times8_13,times8_14,times8_15,times8_16,dpg1,dpq16,dpq17,dpq18,dpq19,dpq20,dpq21,dpq50,dpq51,dpq52,dpq53,timesextra1,timesbregret,timese1,timese1a,timese1b,timese1c,timese1d,timese1e,timese1f,timese1g,timese2,timese2a,timese2b,timese2c,timese2d,timese2e,timese2f,timese3,voted2017,pastvote_2017,profile_GOR,voted_ge_2019,pastvote_ge_2019,pastvote_EURef,political_attention_2017,politics_scale_profile_update,newgor,govreg,new_socgrade,socgrade4,ONS_urban,profile_religion,polAttentionpdl,ethnicity_new,parent_1,parent_2,parent_97,parent_98,sexuality,partyid_2017,age,profile_education_level,profile_ethnicity,profile_gender,tprofile_GOR,profile_govregnew,profile_gross_household,profile_gross_personal,profile_household_children,profile_household_size,profile_housing_stat,profile_marital_stat,profile_partyid,profile_partyid_recode,profile_region,profile_religion_stat,profile_socgradenew,profile_socialgrade_cie,profile_socialgrade_old,profile_work_industry,profile_work_organisation,profile_work_responsibility,profile_work_stat,profile_work_type,social_media_omnibus_1,social_media_omnibus_2,social_media_omnibus_3,social_media_omnibus_4,social_media_omnibus_5,social_media_omnibus_6,profile_house_tenure,pastvote_2015_by_region,political_attention,pastvote_2015_recode,profile_education_level_recode,ONS_urban_UK,profile_pcon_2010_new,profile_oslaua,pcon_future_OA21,Vote2019R,Vote2019_combo,InEngland,InEnglandWales,gor,england_regions,countries_gb,Vote2017R,highest_education_gce,highest_education_simple,threeway_attention,Currvote,headvote,othvote,bpcas3,wellsage,respdate,ns,total,bpcagegeneduc_w8,threeway_attention_w8,socgrade4_w8,pvbyregion_w8,EURef_w8,ethnicity_R,W8,W8_GB_NewTurnout
1,9,1,7,8,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,7,1,1,1,1,1,1,4,7,2,2,1,2,4,3,3,1,3,1,1,3,3,5,5,5,5,3,998,998,6,2, ,1,5,8,3,2,1,1,1,1,3,1,1,2,2,2,1,998,33,16,98,2,6,3,98,98,4,5,8,8,8,8,8,8,1,2,1,98,8,998,1,1,2,2,2,2,2,2,98,98,3,998,3,1,312,110,322,7,9,1,1,4,4,1,0,6,3,1,1,1,5,6,2,4/11/2024,1,1,14,1,1,24,1,1,1.246657272,0.73552779048
8,5,8,11,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,5,5,5,5,5,5,5,5,5,2,4,2,1,2,2,3,1,1,1,1,1,4,4,3,4,4,4,3,1,4,11,1,4,1,6,3,7,5,2,3,2,1,8,1,2,2,1,2,1,4,32,17,98,1,11,7,13,8,1,2,8,2,8,8,8,2,3,4,1,11,4,998,1,3,1,1,2,2,2,2,2,98,8,998,3,2,623,441,631,6,4, , ,6, ,3,6,6,3,2,8,8,4,2,2,4/11/2024,1,1,5,2,3,34,1,1,1.246343148,1.246343148
2,9,2,11,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,7,1,2,1,11,2,4,1,1,1,1,1,11,1,2,2,1,2,2,2,38,16,1,2,7,4,13,13,1,2,8,6,2,2,8,2,1,2,1,1,5,3,1,2,1,1,2,1,2,2,4,8,11,2,3,1,24,28,23,2,2,1,1,3,3,1,2,6,3,3,2,2,5,6,2,4/10/2024,1,1,14,3,1,14,1,1,1.243129078,1.243129078
2,9,2,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,4,2,1,4,4,1,1,1,1,1,1,4,4,4,4,4,4,3,1,2,7,1,2,1,8,2,4,1,1,1,1,1,10,1,2,2,1,2,3,2,39,16,1,2,7,4,16,15,1,2,8,6,8,8,8,8,1,1,2,20,1,998,8,8,1,2,2,1,2,2,4,8,10,2,3,1,86,28,359,2,2,1,1,3,3,1,2,6,3,3,2,2,5,6,2,4/10/2024,1,1,14,3,1,14,1,1,1.243129078,1.243129078
9,9,9,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,2,1,2,1,1,1,1,2,1,1,4,4,4,4,4,4,4,1,2,4,1,2,4,6,8,2,3,2,3,1,1,5,1,1,2,2,2,1,2,28,11,98,2,4,2,5,15,3,4,8,6,8,8,8,8,3,4,2,16,8,998,7,8,2,2,2,2,2,2,4,98,5,998,2,1,263,294,274,2,2,1,1,2,2,1,2,4,2,2,9, , ,6,2,4/10/2024,1,1,15,2,3,8,3,1,1.239830628,0.619915314
10,9,3,11,3,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,3,7,3,7,7,6,7,2,3,2,4,2,1,2,4,2,2,3,3,1,1,3,4,3,3,3,3,3,99, ,7,2, ,3,7,8,4,1,1,2,1,19,8,12,2,2,1,2,5,99,29,16,98,1,7,4,13,11,1,4,8,6,8,8,8,8,2,3,1,98,2,998,1,3,2,2,2,2,2,2,8,98,8,998,3,1,208,17,214,7,9,1,1,3,3,1,7,6,3,2,9, , ,2,2,4/10/2024,1,1,5,2,2,18,3,2,1.236121119,1.05070295115
1,9,1,10,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,7,1,2,1,1,1,7,1,1,2,1,1,2,1,3,1,1,3,1,1,2,3,3,4,4,4,3,2, ,7,1,1,3,9,6,4,1,1,1,1,1,10,1,2,2,1,2,1,1,25,17,1,1,7,4,14,7,1,2,8,6,1,3,1,8,1,2,1,11,4,998,1,3,2,2,2,2,2,2,4,12,10,99,3,1,294,24,309,1,1,1,1,3,3,1,7,6,3,3,1,1,5,2,2,4/10/2024,1,1,5,3,1,13,3,1,1.230334529,1.16881780255
10,9,10,2,3,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,6,7,7,2,2,7,2,2,2,7,4,2,1,3,4,3,3,3,3,2,1,3,4,4,4,4,4,3,998,998,11,2, ,3,5,1,7,5,1,2,98,98,6,1,2,2,2,2,8,998,20,10,98,2,11,7,98,98,98,98,8,8,8,8,8,8,2,3,2,98,8,998,6,9,2,2,2,2,2,2,98,98,6,998,1,98,600,162,609,7,9, , ,6, ,3,0,3,1,2,9, , ,5,1,4/10/2024,1,1,18,2,2,35,3,1,1.229606776,0.46725057488
2,9,2,9,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,7,6,6,7,2,6,7,2,1,6,2,1,1,1,1,1,1,1,1,1,1,5,3,3,4,3,3,3,1,2,11,1,1,3,8,4,7,5,2,3,1,1,7,1,2,1,2,2,1,2,63,12,1,1,11,7,17,16,1,3,8,1,2,2,8,8,3,4,2,20,6,998,5,8,1,2,2,2,2,2,2,26,7,2,2,1,623,153,590,1,1, , ,6, ,3,2,4,2,2,2,2,5,3,3,4/10/2024,1,1,3,2,3,31,3,1,1.229233861,1.1063104749
3,9,3,11,3,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2,1,2,2,7,3,2,7,7,4,2,1,2,2,3,1,1,1,1,1,3,4,4,4,4,3,4,1,2,11,1,3,1,8,3,7,5,2,3,98,1,8,1,2,2,1,2,1,99,31,16,98,1,11,7,16,9,1,2,8,6,8,8,8,8,3,4,1,98,3,998,1,1,2,2,2,2,2,2,4,98,8,998,3,98,616,178,621,3,3, , ,6, ,3,2,6,3,2,3,3,5,2,2,4/11/2024,1,1,5,2,3,33,1,1,1.227788794,1.227788794
7,9,7,7,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,7,7,7,2,7,7,7,7,2,7,4,2,1,3,3,3,1,1,4,4,1,3,3,3,3,5,5,3,2, ,6,1,7,3,2,8,3,2,2,4,2,1,5,1,2,2,1,2,4,7,25,16,1,1,6,3,3,3,1,2,1,6,8,8,8,8,4,5,2,16,2,998,2,4,2,2,2,1,2,2,7,6,5,99,3,2,381,233,340,5,7,1,1,4,4,1,7,6,3,2,7,7,5,2,2,4/10/2024,1,1,5,2,4,23,3,1,1.224083844,0.9792670752
2,9,2,11,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,7,7,7,7,7,7,7,7,7,4,2,1,2,2,3,1,1,1,1,1,4,4,3,4,4,4,4,2, ,8,1,2,3,7,3,5,2,1,2,1,1,8,1,2,2,1,2,1,97,24,17,98,1,8,5,17,16,1,3,8,6,8,8,8,2,2,3,1,20,5,998,2,3,2,2,2,2,2,2,8,98,8,998,3,1,184,244,190,2,2,1,1,4,4,1,7,6,3,2,2,2,5,1,1,4/10/2024,1,1,8,2,2,20,3,1,1.222631079,1.222631079
9,9,9,1,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,1,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,2, ,2,2, ,2,1,4,1,4,1,2,1,1,1,1,2,1,2,2,1,97,73,7,1,1,2,1,6,5,1,4,1,1,6,6,4,2,2,3,2,20,2,1,5,6,2,2,2,2,2,1,1,24,1,99,2,1,82,35,82,7,9,1,1,1,1,1,7,4,2,1,9, , ,4,4,4/11/2024,1,1,1,1,2,6,2,1,1.216962932,0.1825444398
6,9,6,11,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,6,4,4,7,4,7,1,7,4,4,4,1,1,3,3,2,3,2,3,2,1,4,4,2,4,4,4,4,1,1,2,1,1,2,11,6,1,4,2,3,1,3,11,1,2,2,1,2,5,1,30,17,1,1,2,1,16,10,1,3,8,6,8,8,8,1,3,4,1,20,2,998,1,1,2,1,2,2,2,2,8,98,11,998,3,1,80,273,80,1,1,1,1,1,1,1,1,6,3,3,6,6,5,2,2,4/10/2024,1,1,5,3,3,1,2,1,1.212920131,1.212920131
3,9,3,11,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,1,2,2,1,2,2,2,3,1,2,1,1,2,4,3,3,2,4,4,1,3,7,1,3,1,5,8,4,1,1,1,1,1,5,1,1,2,2,2,1,3,36,17,98,2,7,4,15,13,2,3,8,1,8,8,1,8,1,1,1,11,4,998,1,1,1,1,2,2,2,2,2,98,5,998,3,1,449,22,113,3,3,1,1,3,3,1,3,6,3,2,3,3,5,6,2,4/10/2024,1,1,14,2,1,15,1,1,1.209381536,1.209381536
1,9,1,8,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,7,1,7,7,1,1,7,1,1,7,2,2,1,2,2,1,3,2,2,3,1,3,3,3,3,4,5,5,2, ,4,1,1,3,2,5,2,3,1,1,1,3,7,1,2,2,1,2,1,998,24,5,98,2,4,2,11,4,1,2,8,2,7,7,8,8,1,1,1,98,2,998,6,3,1,2,1,2,2,2,2,98,7,998,1,1,166,199,166,1,1,1,1,2,2,1,7,3,1,2,1,1,5,5,1,4/11/2024,1,1,18,2,1,7,3,1,1.208831058,1.0275063993
2,9,2,11,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,4,4,4,1,1,1,4,1,4,4,4,4,4,4,1,1,2,4,1,2,3,8,8,2,3,2,3,1,1,11,8,1,2,2,2,1,2,48,19,6,2,4,2,4,5,2,3,4,2,2,2,8,1,3,4,2,14,2,998,1,8,1,2,2,2,2,2,4,98,11,998,2,1,332,451,344,2,2,1,1,2,2,1,2,7,2,3,2,2,5,6,2,4/10/2024,1,1,15,3,3,8,3,4,1.204985118,1.204985118
10,9,10,6,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,6,6,6,6,6,6,6,1,6,5,3,1,2,2,2,4,2,2,2,1,5,3,3,4,4,4,4,2, ,3,2, ,2,7,8,1,4,2,3,2,2,2,1,2,2,2,1,1,1,53,1,1,2,3,1,6,1,1,2,2,1,1,3,8,8,3,4,2,20,8,998,7,8,1,1,1,1,2,2,2,24,2,99,1,2,366,454,382,7,9,1,1,1,1,1,7,1,1,1,9, , ,7,3,4/10/2024,1,1,13,1,3,6,2,1,1.20344583,0.6257918316
2,9,2,11,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,1,6,1,1,3,4,8,4,1,4,1,1,1,2,6,1,1,2,2,2,1,99,31,16,16,1,1,1,15,14,3,5,8,1,8,8,1,1,1,1,1,16,1,998,1,1,2,2,2,2,2,2,1,98,6,998,3,1,302,54,315,3,3,1,1,1,1,1,4,6,3,2,2,2,5,2,2,4/10/2024,1,1,5,2,1,3,3,1,1.198561572,1.198561572
3,9,10,11,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,7,1,7,3,1,3,1,3,6,7,5,2,1,2,4,2,4,2,2,2,1,2,3,2,3,2,3,3,1,3,7,1,3,1,7,4,4,1,2,3,1,2,8,1,2,1,2,2,1,3,70,17,1,2,7,4,17,16,1,2,1,1,3,4,1,1,3,4,1,14,1,1,5,1,1,2,2,1,2,2,1,9,8,3,3,1,162,10,163,3,3,1,1,3,3,1,3,6,3,2,3,3,5,8,4,4/10/2024,1,1,10,2,3,15,1,1,1.197408817,1.197408817
2,9,3,11,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,2,1,3,3,1,1,1,1,1,1,3,3,3,5,5,4,5,1,2,8,1,2,3,7,2,5,2,1,1,3,1,9,1,2,2,1,2,1,2,26,16,98,2,8,5,12,6,1,2,8,2,8,8,8,8,1,2,1,7,2,1,1,3,1,1,2,1,2,2,3,98,9,998,3,3,328,249,341,2,2,1,1,4,4,1,2,6,3,3,2,2,5,6,2,4/10/2024,1,1,14,3,1,20,3,1,1.197269515,1.197269515
6,9,6,11,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,4,2,4,4,4,4,4,1,3,1,1,3,1,3,3,2,3,1,1,3,4,2,4,2,3,4,1,1,10,1,1,2,9,4,6,3,2,4,1,1,6,1,2,1,2,2,1,2,61,16,1,1,10,6,4,4,3,4,1,1,2,2,8,1,4,5,1,20,4,998,5,2,2,2,2,2,2,2,1,30,6,1,3,1,560,135,550,1,1, ,1,5, ,2,1,6,3,2,6,6,5,3,3,4/10/2024,1,1,2,2,4,25,2,1,1.19512228,1.19512228
9,9,9,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,7,7,2,2,2,7,2,7,7,4,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,7,1,1,2,4,8,4,1,2,3,1,3,7,6,2,2,1,2,1,998,35,16,98,1,7,4,7,7,1,2,8,6,8,8,8,8,3,4,1,98,2,998,1,1,2,2,2,2,2,2,5,98,7,998,3,1,24,28,497,1,1,1,1,3,3,1,2,6,3,2,9, , ,2,2,4/11/2024,1,1,5,2,3,13,2,4,1.194533816,0.597266908
3,9,3,11,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,3,3,2,5,2,3,3,5,3,4,2,1,3,1,3,1,1,1,1,1,3,4,3,4,4,3,3,1,3,6,1,3,1,10,4,3,2,2,3,1,1,7,1,2,1,2,2,1,1,59,17,1,1,6,3,17,16,1,2,1,1,8,8,8,2,3,4,1,5,2,1,2,1,2,1,2,1,2,2,1,1,7,1,3,1,408,188,419,3,3,1,1,4,4,1,3,6,3,2,3,3,5,3,3,4/10/2024,1,1,2,2,3,21,1,1,1.193686518,1.193686518
9,9,9,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,2,1,4,4,4,4,4,4,4,1,4,4,3,3,4,3,4,2, ,8,2, ,1,1,8,5,2,2,3,1,1,1,1,1,2,2,2,1,998,51,7,98,1,8,5,10,10,2,2,4,3,8,8,8,2,3,4,1,19,2,998,1,1,2,2,2,2,2,2,4,98,1,998,2,1,123,371,122,7,9,1,1,4,4,1,7,4,2,1,9, , ,3,3,4/11/2024,1,1,3,1,3,24,1,1,1.193501229,0.17902518435
2,9,2,11,3,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,7,7,2,7,2,2,2,2,7,4,2,1,2,1,1,1,1,4,1,1,4,4,4,4,4,4,4,1,4,11,1,4,2,8,3,7,5,2,3,1,3,6,1,2,2,1,2,1,4,61,12,1,2,11,7,17,3,1,2,5,1,4,5,8,1,3,4,2,14,5,1,2,8,1,2,2,1,2,2,6,28,6,4,2,1,621,169,583,6,4, , ,6, ,3,6,4,2,2,2,2,5,7,3,4/10/2024,1,1,12,2,3,34,2,1,1.192557645,1.192557645
9,9,9,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,6,4,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,1,5,5,5,4,5,5,4,2, ,3,2, ,2,3,5,1,4,2,4,1,1,3,1,2,1,2,2,1,97,56,5,1,1,3,1,13,9,1,2,2,4,6,6,4,2,4,5,1,20,4,5,1,2,2,2,2,2,2,1,2,24,3,99,1,1,307,69,321,7,9,1,1,1,1,1,7,3,1,1,9, , ,3,3,4/11/2024,1,1,4,1,4,6,2,1,1.192052146,0.26225147212
2,9,2,10,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,2, ,6,1,2,3,11,3,3,2,1,2,1,1,11,12,2,2,1,2,1,2,24,16,98,1,6,3,17,16,1,5,5,6,8,8,8,8,2,3,2,21,8,998,6,7,2,2,2,2,2,2,8,98,11,998,3,1,215,253,221,2,2,1,1,4,4,1,7,6,3,3,2,2,5,1,1,4/10/2024,1,1,8,3,2,20,3,2,1.188268964,1.1288555158
2,9,2,11,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,7,1,2,1,11,2,4,1,1,2,1,1,8,1,2,1,2,2,1,2,68,17,1,2,7,4,11,3,1,2,8,1,2,1,8,2,2,3,1,98,5,998,5,1,1,1,2,2,2,2,2,8,8,2,3,1,192,12,198,2,2,1,1,3,3,1,2,6,3,2,2,2,5,8,4,4/10/2024,1,1,10,2,2,14,1,1,1.183727972,1.183727972
2,9,7,11,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,2,3,1,2,2,9,2,1,4,2,3,2,1,9,1,2,2,1,2,1,2,33,16,98,2,3,1,14,9,1,2,8,2,8,8,8,8,3,4,1,10,2,998,1,2,2,2,2,2,2,2,2,98,9,998,3,2,137,67,356,2,2,1,1,1,1,1,2,6,3,3,2,2,5,6,2,4/10/2024,1,1,14,3,3,2,2,1,1.178319779,1.178319779
3,9,3,10,3,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,7,7,7,7,7,7,7,7,7,7,3,2,1,2,4,4,4,1,4,1,1,3,5,5,3,4,3,3,1,3,7,1,3,1,9,3,4,1,1,1,1,16,9,1,2,2,1,2,1,3,48,17,1,2,7,4,17,16,1,1,1,6,3,4,1,1,1,2,1,20,2,99,1,2,2,2,2,2,2,1,1,9,9,3,3,1,110,33,110,3,3,1,1,3,3,1,3,6,3,3,3,3,5,6,2,4/10/2024,1,1,14,3,1,15,1,1,1.1753918,1.11662221
2,9,2,10,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,6,6,6,7,6,7,2,6,6,3,3,1,3,1,1,3,1,4,1,1,3,4,4,4,4,4,4,1,2,2,1,1,2,4,8,1,4,2,3,1,2,6,1,1,1,2,2,1,2,51,16,1,2,2,1,12,11,2,4,8,1,1,3,8,1,3,4,1,8,3,998,1,1,2,2,2,1,2,2,2,20,6,2,3,1,524,452,521,1,1,1,1,1,1,1,2,6,3,2,2,2,5,7,3,4/10/2024,1,1,11,2,3,1,2,1,1.169472814,1.1109991733
2,9,2,9,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,6,2,2,6,6,4,2,1,3,3,1,1,1,1,1,1,3,3,3,2,5,4,4,1,2,7,1,2,1,8,1,4,1,2,3,1,1,9,1,2,2,1,2,1,2,54,9,1,1,7,4,3,3,1,2,8,1,8,8,8,8,3,4,2,98,1,998,1,8,2,2,2,2,2,2,9,98,9,998,1,1,192,12,198,2,2,1,1,3,3,1,2,3,1,3,2,2,5,3,3,4/10/2024,1,1,4,3,3,14,1,1,1.168964579,1.0520681211
2,9,2,7,8,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,7,2,7,7,2,7,7,7,7,7,3,2,1,4,4,4,1,1,1,1,1,5,3,5,5,5,5,5,998,998,10,1,99,1,3,3,6,3,1,1,1,1,1,1,2,2,2,2,4,998,35,16,1,2,10,6,11,11,2,2,8,1,2,2,8,8,1,1,1,98,8,998,7,1,2,2,2,2,2,2,2,98,1,998,3,1,544,147,553,7,9, ,1,5, ,2,0,6,3,1,2,2,5,6,2,4/10/2024,1,1,14,1,1,30,1,1,1.166833347,0.9334666776
2,9,2,11,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,3,1,1,1,1,1,4,4,4,4,4,4,4,1,2,3,1,2,2,8,8,1,4,1,2,2,1,11,1,1,2,2,2,1,2,46,16,1,1,3,1,13,9,1,3,2,1,6,6,4,2,2,3,1,11,4,99,1,3,1,2,2,2,2,2,2,20,11,2,3,2,533,87,543,2,2,1,1,1,1,1,2,6,3,3,2,2,5,2,2,4/10/2024,1,1,5,3,2,2,2,1,1.16596809,1.16596809
10,9,10,11,3,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,4,2,1,4,4,4,4,3,4,4,1,5,5,4,4,4,4,4,1,4,11,99, ,1,2,8,7,5,2,4,3,1,3,1,1,2,2,2,1,99,48,18,98,2,11,7,4,1,1,1,3,6,8,8,8,8,4,5,2,98,6,998,1,8,2,2,2,2,2,2,5,98,3,998,2,3,630,177,631,7,9, , ,6, ,3,6,8,2,1,9, , ,6,2,4/10/2024,1,1,15,1,4,35,1,1,1.16458923,0.9899008455
9,9,9,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,5,1,1,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,2, ,2,2, ,2,1,4,1,4,2,4,1,1,3,1,1,2,2,2,1,99,37,9,1,2,2,1,9,5,3,4,8,2,8,8,8,2,4,5,1,17,2,998,1,2,1,2,2,2,2,2,2,24,3,99,1,1,504,283,515,7,9,1,1,1,1,1,7,3,1,1,9, , ,6,2,4/11/2024,1,1,16,1,4,6,2,1,1.162600017,0.17439000255
10,9,2,9,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,6,2,3,7,2,3,6,7,4,2,1,4,4,4,1,1,1,1,1,4,4,4,3,4,4,4,1,2,4,1,2,3,5,1,2,3,1,2,1,1,5,4,2,2,1,2,1,7,32,15,2,2,4,2,14,9,1,2,8,1,8,8,8,2,2,3,1,13,2,998,1,1,2,2,2,2,2,1,2,98,5,998,2,1,255,89,266,2,2,1,1,2,2,1,2,5,2,2,9, , ,6,2,4/11/2024,1,1,15,2,2,8,3,1,1.158879421,1.0429914789
3,9,10,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,7,7,7,3,7,7,7,7,7,7,3,3,1,4,4,4,4,1,1,1,1,5,3,3,5,5,5,5,99, ,5,1,2,3,3,4,2,3,1,2,1,1,4,1,2,2,1,2,1,3,31,11,98,2,5,2,17,16,1,2,8,1,8,8,8,8,2,3,2,98,8,998,2,4,2,2,2,2,2,2,4,98,4,998,2,1,490,367,504,2,2,1,1,2,2,1,7,4,2,2,3,3,5,6,2,4/10/2024,1,1,15,2,2,8,3,1,1.158879421,0.5794397105
1,9,1,11,3,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,3,3,3,2,3,3,2,1,1,9,1,1,2,7,8,5,2,2,3,1,2,7,1,1,2,2,2,1,1,38,16,1,2,9,5,9,6,2,3,1,1,6,6,8,8,3,4,1,11,3,998,1,1,1,2,2,2,2,2,1,1,7,1,3,1,459,455,478,1,1,1,1,4,4,1,1,6,3,2,1,1,5,6,2,4/10/2024,1,1,14,2,3,19,2,1,1.156580626,1.156580626
10,9,10,10,3,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,7,7,7,7,7,7,7,7,7,7,2,3,1,3,3,2,3,2,3,2,1,2,3,2,3,2,5,3,1,1,9,1,1,2,6,4,5,2,2,3,1,2,6,1,1,2,2,2,1,99,47,16,98,2,9,5,6,1,2,3,8,1,8,8,8,2,3,4,2,98,2,998,7,4,2,2,2,2,2,2,2,98,6,998,3,1,425,107,436,1,1,1,1,4,4,1,1,6,3,2,9, , ,6,2,4/10/2024,1,1,14,2,3,19,2,1,1.156580626,1.0987515947
10,9,10,6,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,4,3,1,3,4,4,4,1,4,1,1,4,4,4,4,3,4,4,2, ,1,1,1,3,4,8,1,4,1,2,1,2,6,1,2,2,1,2,1,99,65,13,1,2,1,1,4,4,1,1,8,6,8,8,8,8,2,3,1,98,8,998,5,1,1,2,2,2,2,2,1,98,6,998,2,1,204,70,210,1,1,1,1,1,1,1,7,5,2,2,9, , ,8,4,4/10/2024,1,1,10,2,2,1,3,1,1.156180722,0.8671355415
9,9,9,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,7,6,6,7,1,7,1,6,3,1,1,2,2,3,3,2,2,3,1,2,3,2,4,5,5,4,2, ,3,2, ,1,5,8,1,4,2,3,1,2,3,1,2,1,2,2,1,2,79,5,1,2,3,1,3,3,1,1,1,5,2,1,4,2,3,4,2,20,5,99,5,8,1,2,2,2,2,2,1,20,3,2,1,1,187,85,193,7,9,1,1,1,1,1,7,3,1,1,9, , ,8,4,4/10/2024,1,1,10,1,3,6,1,1,1.155128564,0.1732692846
2,9,2,11,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,1,2,2,2,6,2,1,1,2,1,1,3,3,2,1,1,3,1,1,3,4,5,4,3,3,3,1,1,11,1,1,2,9,5,7,5,2,4,3,1,9,1,2,1,2,2,1,1,61,16,98,1,11,7,5,4,1,2,1,1,8,8,8,8,4,5,2,98,2,998,5,7,2,2,2,2,2,2,1,98,9,998,3,3,611,165,624,1,1, , ,6, ,3,1,6,3,3,2,2,5,3,3,4/11/2024,1,1,2,3,4,31,2,1,1.150758533,1.150758533
2,9,2,6,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,11,1,4,1,8,2,7,5,2,4,1,1,8,1,2,2,1,2,1,2,50,16,1,1,11,7,2,2,1,1,3,6,2,1,8,8,5,6,2,5,2,1,7,6,2,2,2,2,2,1,5,28,8,4,3,1,583,169,578,6,4, , ,6, ,3,6,6,3,2,2,2,5,3,3,4/11/2024,1,1,2,2,4,34,1,1,1.150539747,0.86290481025
